framework,project,java,properties,jar,build.gradle,pom.xml,manifest.xml,xml,bat,md,adoc,README,yaml,txt,sh,travis.yml,yml,cmd,kt,json,others,numberOfFiles
Android,nickrussler/Android-Wifi-Hotspot-Manager-Class,8,1,1,3,0,2,11,1,1,0,1,0,0,0,1,1,0,0,0,25,52
Android,googleapis/google-http-java-client,290,12,0,0,16,2,27,1,3,0,2,0,9,8,1,1,0,0,1,34,386
Android,hitherejoe/Constraints,42,2,1,3,0,3,25,1,1,0,1,0,0,0,1,1,0,0,0,12,88
Android,aurelhubert/ahbottomnavigation,14,2,1,3,0,2,30,1,2,0,1,0,0,0,0,0,0,0,0,37,90
Android,ant-media/LiveVideoBroadcaster,37,2,1,3,0,2,15,1,1,0,1,0,0,0,0,0,0,0,0,8,68
Android,yueyueniao2012/ExpandTabView,9,1,1,0,0,1,16,0,1,0,1,0,1,0,0,0,0,0,0,14,43
Android,qstumn/RadarChart,10,2,1,3,0,2,11,1,1,0,1,0,0,0,0,0,0,0,0,20,49
Android,jesse01/WebViewJavascriptBridge,4,1,1,0,0,1,3,0,1,0,1,0,1,0,0,0,0,0,0,8,19
Android,PanicInitiative/PanicButton,105,1,1,0,1,1,64,0,7,0,2,0,1,0,0,0,0,0,12,75,266
Android,KingJA/LoadSir,44,2,1,3,0,2,29,1,8,0,1,0,0,0,0,0,0,0,2,32,122
Android,fashare2015/ActivityTracker,7,2,1,2,0,1,17,1,1,0,1,0,0,0,0,0,0,0,0,7,38
Android,HomHomLin/FrescoImageView,17,2,1,3,0,2,17,1,1,0,1,0,0,0,0,0,0,0,0,9,51
Android,SpinyTech/ModularizationArchitecture,53,2,1,6,0,5,21,1,1,0,1,0,0,0,0,0,0,0,0,17,102
Android,LuckyJayce/GuideHelper,4,2,1,3,0,2,29,1,2,0,1,0,0,0,0,0,0,0,0,22,64
Android,ccj659/PopsTabView,48,3,1,3,0,2,82,1,3,0,1,0,0,0,0,0,0,0,0,33,174
Android,DroidPluginTeam/DroidPlugin,186,4,2,4,0,3,29,1,19,0,0,0,4,0,0,0,0,0,0,23,272
Android,ongakuer/ViewPagerHeaderScrollDemo,13,2,1,2,0,1,19,1,1,0,1,0,1,0,0,0,0,0,0,11,51
Android,sacot41/SCViewPager,11,2,1,3,0,2,19,1,1,0,1,0,0,0,0,0,0,0,0,33,71
Android,mynerdd/Android-LockScreenSample-DisableHomeButtonKey,12,2,1,3,0,2,41,1,1,0,1,0,0,0,0,0,0,0,0,21,82
Android,android-async-http/android-async-http,83,3,15,3,0,2,12,1,3,0,1,0,3,0,1,1,0,0,0,8,132
Android,thewca/tnoodle,227,14,36,3,0,2,23,1,8,0,6,0,2,4,1,24,0,0,4,243,589
Android,Janseon/CardMenuView,15,2,1,3,0,2,22,1,1,0,1,0,0,0,0,0,0,0,0,28,73
Android,boxme/SquareCamera,13,2,1,3,0,2,27,1,1,0,1,0,0,0,0,0,0,0,0,16,64
Android,Nightonke/GithubWidget,37,2,1,2,0,1,45,1,2,0,1,0,0,0,0,0,0,0,0,36,126
Android,ShkurtiA/AndroidPullMenu,25,1,0,3,0,2,22,1,1,0,1,0,1,0,0,0,0,0,0,27,81
Android,mkuklis/phonegap-websocket,46,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,51
Android,AppLozic/Applozic-Android-SDK,322,4,1,5,0,4,177,1,6,0,1,0,2,0,1,1,0,0,2,304,825
Android,omadahealth/SwipyRefreshLayout,9,2,1,3,0,2,10,1,1,0,1,0,0,0,0,0,0,0,0,11,38
Android,googlesamples/android-RevealEffectBasic,10,1,1,2,0,2,17,1,3,0,1,1,0,0,0,0,0,0,0,8,44
Android,LitePalFramework/LitePal,127,1,27,5,0,4,31,1,1,0,1,0,0,0,0,0,0,9,0,19,221
Android,googlesamples/android-RecyclerView,10,3,2,4,0,2,34,2,4,0,2,2,0,0,0,0,0,10,0,17,88
Android,h6ah4i/android-tablayouthelper,7,3,1,3,0,2,12,1,2,0,1,0,0,0,0,0,0,0,0,13,42
Android,JumeiRdGroup/Android-PLog,37,2,1,8,0,6,16,1,2,0,1,0,0,0,1,1,0,0,0,15,83
Android,LRH1993/AutoFlowLayout,12,2,1,3,0,2,25,1,1,0,1,0,0,0,0,0,0,0,0,16,61
Android,xmuSistone/AlipayPullRefresh,13,2,1,3,0,2,24,1,1,0,1,0,0,0,0,0,0,0,1,56,102
Android,phimpme/phimpme-android-v1,85,3,8,2,0,1,56,1,1,0,1,0,2,0,0,0,0,0,0,9,167
Android,Etar-Group/Etar-Calendar,116,1,0,1,0,2,247,0,2,0,1,0,65,0,0,0,0,0,0,290,722
Android,frapontillo/ImageViewEx,16,2,1,0,0,2,22,0,1,0,1,0,2,0,0,0,0,0,0,35,79
Android,goo4it/MediaPlayer,9,2,1,2,0,1,18,1,1,0,1,0,0,0,0,0,0,0,0,54,88
Android,crazysunj/CardSlideView,14,2,1,3,0,2,9,1,1,0,1,0,0,0,0,0,0,0,0,14,45
Android,dinuscxj/PullZoomRecyclerView,9,2,1,3,0,2,16,1,1,0,1,0,0,0,0,0,0,0,0,24,57
Android,payatu/diva-android,21,2,1,2,0,1,35,1,1,0,1,0,0,0,0,0,0,0,0,14,77
Android,LiveTyping/u2020-mvp,136,2,1,2,0,4,36,1,1,0,1,0,1,0,1,1,0,0,0,85,266
Android,niniloveyou/StateButton,3,2,1,3,0,2,14,1,2,0,1,0,0,0,0,0,0,2,0,11,39
Android,thyrlian/ScreenshotsNanny,28,2,1,3,0,3,22,1,1,0,1,0,0,0,0,0,0,0,1,21,80
Android,johnnylambada/WorldMap,5,2,0,0,0,2,6,0,0,0,0,0,1,0,0,0,0,0,0,22,36
Android,MiEcosystem/NewXmPluginSDK,176,2,9,10,0,8,180,0,5,0,3,0,0,0,0,0,0,0,0,199,581
Android,auth0/react-native-lock,18,5,2,3,0,3,6,2,2,0,1,0,0,4,1,1,0,0,4,47,94
Spring,fengzhizi715/ProxyPool,57,2,1,3,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,120,186
Spring,fabric8io/fabric8-maven-plugin,363,36,4,0,66,0,76,0,5,40,3,13,3,5,0,107,1,0,3,37,693
Spring,henryyan/activiti-in-action-codes,687,31,1,0,18,0,204,2,1,0,1,0,5,1,0,0,0,0,1,2736,3669
Spring,pnoker/iot-dc3,66,0,0,0,18,0,19,0,3,0,2,0,11,4,0,11,0,0,4,235,353
Spring,CamelCookbook/camel-cookbook-examples,543,21,1,0,25,0,185,0,1,0,1,0,0,0,1,2,1,0,2,20,776
Spring,domeos/server,597,1,0,0,1,0,5,0,2,0,2,0,0,10,0,0,0,0,2,1613,2230
Spring,sofastack/sofa-lookout,531,13,0,0,39,0,46,0,15,0,11,0,0,4,1,2,0,0,0,14,625
Spring,jhipster/jhipster-registry,82,2,1,0,1,0,3,0,3,0,1,1,3,1,1,14,1,0,11,194,316
Spring,rajithd/spring-boot-oauth2,17,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,2,24
Spring,Percy0601/boot-dubbo,50,11,0,0,8,0,18,0,1,0,1,0,0,0,0,0,0,0,0,1,81
Spring,hatunet/spring-data-mybatis,116,0,0,0,5,0,12,0,5,0,2,0,0,0,1,1,0,0,0,10,144
Spring,system-sekkei/isolating-the-domain,137,5,1,1,0,0,4,1,1,0,1,0,0,0,0,1,0,0,3,27,181
Spring,hawtio/hawtio,210,25,0,0,26,0,41,0,16,0,9,0,6,1,0,3,0,0,10,34,346
Spring,pkainulainen/gradle-examples,26,7,0,10,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,3,55
Spring,jigsaw-projects/jigsaw-payment,169,25,0,0,31,0,73,0,23,0,18,5,0,17,0,0,3,0,0,47,362
Spring,hemin1003/yfax-parent,384,1,5,0,11,0,88,0,4,0,4,0,0,3,0,4,0,0,0,34,523
Spring,codecentric/chaos-monkey-spring-boot,107,12,0,0,9,0,10,0,1,8,1,0,1,1,1,1,0,0,0,8,149
Spring,callicoder/spring-security-react-ant-design-polls-app,47,2,1,0,1,0,1,0,2,0,1,0,0,0,0,1,1,0,3,41,99
Spring,in28minutes/spring-microservices,54,15,4,0,9,0,9,0,41,0,1,0,2,2,0,0,3,0,0,54,184
Spring,osiam/osiam,212,4,1,1,0,0,0,1,15,0,2,1,1,0,0,2,0,0,4,106,348
Spring,xianrendzw/EasyReport,277,23,0,0,10,0,32,0,6,0,3,0,5,0,1,2,0,0,0,1066,1411
Spring,ZHENFENG13/My-Blog,58,1,0,0,1,0,9,0,13,0,6,0,1,0,0,0,0,0,7,1076,1165
Spring,Netflix/titus-control-plane,1942,18,1,22,0,0,4,1,5,0,2,4,0,1,1,4,0,0,1,39,2042
Spring,livelessons-spring/building-microservices,223,39,5,1,84,0,86,1,0,41,0,0,6,1,0,22,4,0,5,166,600
Spring,joshlong/boot-examples,14,3,0,0,7,0,7,0,2,0,2,0,0,0,0,0,0,0,0,15,41
Spring,Nepxion/Discovery,286,21,11,0,35,0,46,4,2,0,2,0,7,0,1,1,0,0,5,46,429
Spring,vaadin/framework,5839,17,83,0,65,0,111,8,8,5,4,0,26,19,0,0,0,0,0,3607,9723
Spring,gustavoponce7/SpringSecurityLoginTutorial,11,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,11,25
Spring,jamesagnew/hapi-fhir,6652,27,0,0,69,0,1070,0,28,0,14,0,26,12,2,12,2,0,170,1177,9176
Spring,xuxueli/xxl-mq,67,3,0,0,6,0,17,0,2,0,1,0,0,0,1,1,0,0,0,90,180
Spring,ddd-by-examples/event-source-cqrs-sample,24,3,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,11,44
Spring,puniverse/comsat,312,26,0,41,0,0,9,0,4,0,2,0,0,2,1,3,0,0,0,179,576
Spring,Lovnx/micro-service,44,14,0,0,15,0,19,0,1,0,1,0,1,0,0,5,0,0,0,0,84
Spring,1991wangliang/tx-lcn,111,2,1,0,6,0,7,0,6,0,6,0,0,0,0,1,1,0,0,3,132
Spring,spring-projects/sts4,1120,91,32,6,85,0,120,6,361,2,29,0,23,47,4,54,36,0,136,375,2409
Spring,proxyee-down-org/proxyee-down,42,0,0,0,3,0,5,0,1,0,1,0,1,0,0,6,0,0,2,41,98
Spring,spring-projects/spring-restdocs,380,19,9,18,1,0,2,8,9,23,4,0,1,1,0,1,1,0,17,153,642
Spring,feuyeux/jax-rs2-guide,163,2,0,0,23,0,55,3,29,0,1,0,11,5,0,0,0,0,0,92,360
Spring,yujunhao8831/spring-boot-start-current,158,0,0,0,14,0,27,0,4,0,4,0,0,6,0,9,0,0,0,26,230
Spring,nonocast/todolist,48,4,0,1,0,0,0,1,1,0,1,0,3,2,0,0,0,0,3,45,108
Spring,tonyboxes/netty-chat,32,0,0,0,5,0,7,0,2,0,2,0,0,0,0,2,0,0,0,10,53
Spring,adobe/S3Mock,62,1,0,0,8,0,12,0,2,0,1,0,7,2,1,1,0,0,0,1,88
Spring,xuxueli/xxl-api,47,1,0,0,2,0,12,0,3,0,1,0,0,0,0,0,0,0,0,247,310
Spring,spring-cloud-samples/brewery,67,2,1,11,0,0,3,1,2,0,2,54,8,12,1,53,0,0,0,46,260
Spring,ScaCap/spring-auto-restdocs,154,9,3,2,12,0,13,2,8,16,8,0,1,0,1,1,0,19,11,32,271
Spring,rubenlagus/TelegramBots,292,3,0,0,7,0,7,0,24,0,5,0,0,0,1,1,1,0,4,3,335
Spring,census-instrumentation/opencensus-java,660,5,3,42,2,0,7,4,43,0,40,1,2,2,1,3,0,0,2,32,806
Spring,redisson/redisson,1353,0,0,0,20,0,45,0,9,0,6,5,3,0,1,1,0,0,11,16,1443
Spring,Erudika/scoold,46,16,0,0,1,0,3,0,3,0,2,9,6,2,0,2,0,0,3,53,143
Spring,opentracing-contrib/java-spring-cloud,96,1,1,0,13,0,15,0,2,0,1,0,1,1,1,1,1,0,11,12,142
Spring,cometd/cometd,390,12,0,0,46,0,79,0,2,57,1,0,2,1,0,0,0,0,0,106,649
Spring,airsonic/airsonic,329,65,8,0,6,0,69,0,6,0,2,0,6,3,1,2,0,0,0,974,1462
Spring,teaey/spring-boot-starter-dubbo,4,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,8
Spring,rhwayfun/spring-boot-learning-examples,206,16,0,0,46,0,64,0,3,0,1,0,1,0,1,1,0,0,0,12,303
