framework,project,java,properties,jar,build.gradle,pom.xml,manifest.xml,xml,bat,md,adoc,README,yaml,txt,sh,travis.yml,yml,cmd,kt,json,others,numberOfFiles
Android,tibi1712/FoldingNavigationDrawer-Android,6,1,0,0,0,2,28,0,1,0,1,0,1,0,0,0,0,0,0,187,224
Android,cattong/YiBo,647,4,17,0,0,1,217,0,1,0,1,0,1,0,0,0,0,0,0,691,1578
Android,ksvc/KSYStreamer_Android,118,1,2,1,0,1,40,1,1,0,1,0,1,0,0,0,0,0,0,324,489
Android,ruboto/ruboto-irb,36,5,0,0,0,2,14,0,2,0,0,0,2,0,0,0,0,0,0,77,136
Android,aliyun/alicloud-android-demo,47,7,4,9,0,7,70,3,6,0,6,0,1,0,0,0,0,0,3,154,304
Android,sbakhtiarov/gif-movie-view,2,1,1,0,0,1,11,0,1,0,1,0,1,0,0,0,0,0,0,4,21
Android,google/android-classyshark,133,0,4,4,0,1,10,2,4,0,3,1,1,0,0,0,0,0,0,25,184
Android,pavlospt/RxFile,4,2,1,3,0,2,12,1,2,0,1,0,0,0,0,1,0,0,0,12,38
Android,ricknout/lens-launcher,35,2,1,2,0,1,30,1,2,0,1,0,0,1,0,1,0,0,0,57,132
Android,sdwfqin/AndroidQuick,126,2,5,7,0,6,76,1,6,0,4,0,0,0,0,0,0,0,1,103,327
Android,hitherejoe/Notifi,15,2,1,2,0,1,15,1,1,0,1,0,0,0,0,0,0,0,0,21,58
Android,andrebts/login-basics,9,2,1,2,0,1,36,1,1,0,1,0,0,0,0,0,0,0,0,15,67
Android,tvbarthel/ChaseWhisplyProject,111,1,1,3,0,2,91,1,1,0,1,0,3,0,0,0,0,0,0,365,577
Android,matthewrkula/AnimatedPathView,2,4,1,0,0,2,17,0,1,0,1,0,2,0,0,0,0,0,0,9,36
Android,yewei02538/HiPermission,13,2,1,3,0,2,37,1,2,0,1,0,0,0,0,0,0,0,0,26,85
Android,kaaes/spotify-web-api-android,70,3,1,3,0,3,11,1,1,0,1,0,0,1,1,1,0,0,38,8,138
Android,jaikydota/Android-ImagesPickers,23,2,1,3,0,2,33,1,1,0,1,0,0,0,0,0,0,0,0,58,122
Android,AndroidMsky/RandomTextView,7,2,1,3,0,2,13,1,1,0,1,0,0,0,0,0,0,0,0,8,36
Android,yaa110/Piclice,11,2,1,2,0,1,29,1,1,0,1,0,0,0,0,0,0,0,0,30,77
Android,AlexKorovyansky/android-fb-like-slideout-navigation,7,2,1,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,17,36
Android,linroid/FilterMenu,7,2,1,3,0,2,14,1,1,0,1,0,1,0,0,0,0,0,0,41,71
Android,flavienlaurent/singleinputform,1,2,1,2,0,1,18,1,1,0,1,0,1,0,0,0,0,0,0,28,55
Android,cping/LGame,4749,13,58,14,0,5,80,5,21,0,18,0,35,3,0,0,0,0,20,3033,8031
Android,ww6015132/SilkySignature,14,2,1,3,0,2,20,1,1,0,1,0,0,0,0,0,0,0,0,9,51
Android,iDevicesInc/SweetBlue,299,2,1,7,0,6,52,1,1,0,1,0,0,21,1,1,0,0,0,45,430
Android,vikramkakkar/ImageTransition,14,2,1,3,0,2,23,1,1,0,1,0,0,0,0,0,0,0,0,24,69
Android,mikepenz/ItemAnimators,20,3,1,3,0,2,12,1,1,0,1,0,1,0,0,0,0,0,0,16,58
Android,andraskindler/quickscroll,20,0,2,0,2,2,13,0,1,0,1,0,0,0,0,0,0,0,0,1,37
Android,ganyao114/SandHook,172,2,1,8,0,6,22,1,2,0,1,0,5,0,0,0,0,0,0,169,382
Android,MindorksOpenSource/AndroidTensorFlowMNISTExample,8,2,1,2,0,1,7,1,2,0,1,0,1,0,0,0,0,0,0,13,37
Android,hitherejoe/AndroidTvBoilerplate,42,2,1,2,0,1,9,1,2,0,1,0,0,0,1,1,0,0,0,13,73
Android,z56402344/AnimTextView,3,2,1,2,0,1,15,1,1,0,1,0,0,0,0,0,0,0,0,11,36
Android,codekidX/storage-chooser,24,4,2,3,0,2,54,2,1,0,1,0,0,0,0,0,0,0,0,141,231
Android,lukaspili/Reactive-Billing,36,3,1,3,0,2,9,1,2,0,1,0,0,0,0,0,0,0,0,6,61
Android,jiang111/ProgressView,6,1,0,2,0,1,7,1,1,0,1,0,1,0,0,0,0,0,0,8,27
Android,TakuSemba/MultiSnapRecyclerView,9,2,1,3,0,2,15,1,1,0,1,0,0,0,0,0,0,5,0,16,53
Android,Slyce-Inc/SlyceMessaging,55,3,1,3,0,2,36,1,1,0,1,0,0,0,0,1,0,0,0,33,134
Android,mkch/android-wifi-connecter,15,1,0,2,0,1,18,1,0,0,0,0,0,0,0,0,0,0,0,5,42
Android,xiongwei-git/GankApp,28,2,1,2,0,1,31,1,1,0,1,0,0,0,0,0,0,0,0,57,123
Android,androidthings/sample-tensorflow-imageclassifier,9,1,1,2,0,1,4,1,2,0,1,1,2,0,0,0,0,0,0,6,29
Android,mdg-iitr/RotatingText,9,2,1,3,0,2,9,1,2,0,1,0,0,0,0,0,0,0,0,17,44
Android,dimorinny/show-case-card-view,24,2,1,0,0,2,13,1,1,0,1,0,0,0,0,0,0,0,0,33,75
Android,litesuits/android-lite-go,6,1,2,0,0,2,8,0,1,0,1,0,3,0,0,0,0,0,0,2,23
Android,medyo/android-about-page,4,2,1,3,0,2,59,1,1,0,1,0,0,0,0,0,0,0,0,10,81
Android,nicolasjafelle/PagingListView,6,3,1,3,0,2,14,1,2,0,1,0,0,0,0,0,0,0,0,10,40
Android,shangmingchao/PopupList,6,2,1,2,0,1,19,1,1,0,1,0,0,0,0,0,0,0,0,12,44
Android,jpardogo/FlabbyListView,4,3,1,3,0,2,10,1,2,0,1,0,2,0,0,0,0,0,0,12,38
Android,ankushsachdeva/emojicon,17,2,2,0,0,2,32,0,1,0,1,0,1,0,0,0,0,0,0,997,1052
Android,yangchong211/YCShopDetailLayout,16,2,1,3,0,2,21,1,1,0,1,0,0,0,0,0,0,0,0,23,68
Android,arturogutierrez/Badges,11,3,1,3,0,2,7,1,1,0,1,0,1,0,0,0,0,0,0,9,37
Android,hnvn/flutter_image_cropper,4,4,2,3,0,2,18,1,4,0,3,2,0,0,0,0,0,0,2,52,92
Android,SpikeKing/wcl-permission-demo,5,2,1,2,0,1,18,1,1,0,1,0,0,0,0,0,0,0,0,8,38
Android,secure-software-engineering/FlowDroid,627,0,7,0,5,0,227,0,0,0,0,0,27,0,0,0,0,0,0,51,939
Android,jacobrosenthal/react-native-ble,6,6,2,5,0,3,7,2,2,0,1,0,0,0,0,0,0,0,5,50,85
Android,guozhengXia/OkHttpUtils,9,4,2,3,0,2,44,1,1,0,1,0,1,0,0,0,0,0,0,34,99
Android,yanzhenjie/NoHttp,151,1,1,4,0,3,19,1,2,0,1,0,0,0,0,0,0,0,0,9,188
Android,eowise/recyclerview-stickyheaders,15,3,1,3,0,2,12,1,2,0,1,0,0,0,0,0,0,0,0,8,45
Android,dsandler/markers,14,3,0,0,0,1,29,0,0,0,0,0,0,1,0,0,0,0,0,41,88
Android,getsentry/sentry-java,168,10,1,1,9,0,17,1,11,0,10,0,1,4,1,1,0,0,59,17,291
Android,cachapa/ExpandableLayout,9,2,1,3,0,2,14,1,1,0,1,0,1,0,0,0,0,0,0,12,44
Android,koral--/android-gif-drawable,43,4,1,3,0,3,21,1,3,0,2,0,1,0,0,0,0,28,0,49,154
Android,easymock/easymock,207,1,0,0,10,1,22,0,3,0,1,0,9,5,1,2,0,0,0,245,494
Android,fornana/swipeitemlayout,14,2,1,2,0,1,40,1,1,0,1,0,0,0,0,0,0,0,0,14,75
Android,fossasia/open-event-orga-app,496,2,1,2,0,1,233,1,5,0,1,0,0,2,1,2,0,0,5,32,781
Android,vector-im/riot-android,176,2,1,2,0,4,342,1,3,0,1,0,2,20,1,2,0,181,1,282,1015
Android,dlazaro66/QRCodeReaderView,13,2,1,3,0,2,8,1,3,0,1,0,0,0,1,1,0,0,0,9,41
Android,iamMehedi/Secured-Preference-Store,11,1,1,3,0,2,12,1,1,0,1,0,0,0,0,0,0,0,0,7,37
Android,slymax/webview,2,2,1,2,0,1,4,1,1,0,1,0,0,0,0,0,0,0,0,9,22
Android,WellingtonCosta/convalida,81,8,1,8,0,5,14,1,1,0,1,0,1,0,0,1,0,2,0,12,130
Android,chariotsolutions/phonegap-nfc,4,0,0,0,0,0,3,0,4,0,1,0,2,0,0,0,0,0,2,13,28
Android,xiangtailiang/FakeGPS,22,2,2,3,0,2,19,1,2,0,1,0,0,0,0,0,0,0,0,14,65
Android,Cleveroad/FireworkyPullToRefresh,28,2,0,3,0,2,18,0,1,0,1,0,0,0,0,0,0,0,0,17,69
Android,razerdp/FriendCircle,229,2,1,8,0,9,99,1,2,0,1,0,0,0,0,0,0,0,0,44,386
Android,aliumujib/Nibo,79,4,2,3,0,2,98,2,1,0,1,0,2,0,0,0,0,0,6,196,393
Android,traex/RippleEffect,7,1,1,3,0,2,15,1,1,0,1,0,1,0,0,0,0,0,0,10,40
Android,tianzhijiexian/DBinding,47,2,2,5,0,2,17,1,2,0,2,0,0,0,0,0,0,0,0,27,103
Android,gzsll/WebViewJavascriptBridge,10,2,1,3,0,2,17,1,1,0,1,0,0,0,0,0,0,0,0,11,46
Android,amilcar-sr/JustifiedTextView,5,3,1,3,0,2,9,1,1,0,1,0,0,0,0,0,0,0,0,11,34
Android,dingjibang/GDX-RPG,146,3,1,4,0,1,4,1,3,0,2,0,5,0,1,2,0,0,2,804,975
Android,ihsanbal/Wiv,4,2,1,3,0,2,10,1,1,0,1,0,0,0,0,1,0,0,0,22,45
Android,florent37/ExpectAnim,62,1,1,3,0,2,19,1,1,0,1,0,0,1,0,1,0,0,0,19,109
Android,motianhuo/VCameraDemo,70,2,5,1,0,3,67,0,1,0,1,0,3,0,0,0,0,0,0,132,281
Android,prcaen/external-resources,33,2,1,3,0,2,10,1,2,0,1,0,1,0,1,1,0,0,2,9,65
Android,lichao315/Calendar,6,1,4,0,0,2,21,0,1,0,1,0,1,0,0,0,0,0,0,62,96
Android,Catrobat/Catroid,1341,5,10,2,0,4,440,1,2,0,1,0,4,2,0,1,0,10,3,625,2446
Android,ksvc/KSYLive_Android,180,2,3,3,0,2,95,1,1,0,1,0,0,0,0,0,0,0,0,148,433
Android,makovkastar/FloatingActionButton,10,3,1,3,0,2,19,1,1,0,1,0,1,0,0,0,0,0,0,52,91
Android,ValuesFeng/AndroidPicturePicker,28,2,1,3,0,2,27,1,1,0,1,0,0,0,0,0,0,0,0,14,77
Android,MichaelEvans/Aftermath,9,5,1,5,0,2,8,1,1,0,1,0,1,0,1,1,0,0,0,9,41
Android,vlonjatg/progress-activity,9,2,1,3,0,2,24,1,1,0,1,0,0,0,0,0,0,0,0,12,53
Android,ragdroid/Dahaka,64,2,1,2,0,1,21,1,2,0,1,0,0,0,0,0,0,0,0,15,108
Android,maxiee/HeartBeat,102,2,1,3,0,2,71,1,2,0,1,0,0,0,0,0,0,0,0,103,285
Android,openid/AppAuth-Android,94,2,1,3,0,2,12,1,6,0,2,0,0,0,1,1,0,0,1,16,137
Android,benniaobuguai/android-dynamic-action,45,1,2,3,0,2,40,1,1,0,1,0,1,0,0,0,0,0,0,21,115
Android,k0shk0sh/PermissionHelper,22,3,1,3,0,2,20,1,1,0,1,0,0,0,0,0,0,0,0,46,97
Android,grantland/android-autofittextview,4,4,2,3,0,2,9,2,1,0,1,0,1,0,0,0,0,0,0,6,32
Android,linglongxin24/WelcomeVideoPager,7,2,1,2,0,1,8,1,1,0,1,0,1,0,0,0,0,0,0,18,41
Android,ManuelPeinado/ImageLayout,9,4,0,3,0,2,19,0,2,0,1,0,1,0,0,0,0,0,0,25,63
Android,colintheshots/AnDevCon-RxPatterns,27,2,1,2,0,1,25,1,1,0,1,0,0,0,0,0,0,0,0,9,68
Android,HomHomLin/SlidingLayout,8,2,1,3,0,2,23,1,2,0,1,0,0,0,0,0,0,0,0,13,53
Android,ryanlijianchang/Recyclerview-Gallery,13,2,1,3,0,2,11,1,3,0,1,0,0,0,0,0,0,0,0,36,70
Android,tekinarslan/AndroidMaterialDesignToolbar,11,2,1,2,0,1,16,1,1,0,1,0,0,0,0,0,0,0,0,16,50
Android,nanchen2251/CoordinatorAppBarDemo,11,2,1,2,0,1,20,1,1,0,1,0,0,0,0,0,0,0,0,12,50
Android,Devlight/TintLayout,5,2,1,3,0,2,8,1,1,0,1,0,1,0,0,0,0,0,0,9,31
Android,glt/ScreenRecorder,3,1,0,2,0,1,6,1,1,0,1,0,0,0,0,0,0,0,0,4,18
Android,lessthanoptimal/BoofCV,3533,4,2,30,0,1,13,2,6,0,2,4,25,0,1,2,0,0,0,67,3688
Android,wongzy/BetterWay,78,2,1,2,0,1,41,1,3,0,1,0,1,0,0,0,0,0,2,82,213
Android,kiwi-bop/flutter_crashlytics,5,3,1,3,0,2,4,1,4,0,3,2,0,0,0,0,0,0,2,48,73
Android,skydoves/PowerMenu,21,2,1,3,0,2,41,1,1,0,1,0,0,0,1,1,0,0,0,27,98
Android,android-hacker/VirtualXposed,538,2,1,3,0,2,62,1,2,0,1,0,1,0,1,1,0,0,0,180,791
Android,LaiFeng-Android/SopCastComponent,110,2,1,3,0,2,37,1,2,0,2,0,0,0,0,0,0,0,0,31,187
Android,aporter/coursera-android,356,275,109,204,0,212,1158,103,3,0,3,0,10,0,0,0,0,0,0,1571,3789
Android,shardul/Android,15,5,6,0,0,5,38,0,1,0,1,0,5,0,0,0,0,0,0,34,104
Android,WrBug/DeveloperHelper,148,2,1,12,0,11,91,1,2,0,0,0,1,1,0,0,0,128,0,42,429
Android,limpoxe/Android-ServiceManager,22,3,1,3,0,2,12,1,1,0,1,0,0,0,0,0,0,0,0,13,56
Android,wrapp-archive/floatlabelededittext,3,1,0,3,0,2,9,0,1,0,1,0,1,0,0,0,0,0,0,5,23
Android,emotionsense/SensorManager,132,0,0,1,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,137
Android,zaihuishou/ExpandableRecyclerview,13,2,1,3,0,2,18,1,1,0,1,0,0,0,0,0,0,0,0,10,49
Android,jiangzehui/MD,39,4,0,2,0,1,77,1,1,0,1,0,0,0,0,0,0,0,0,45,169
Android,linsea/UniversalVideoView,6,3,1,3,0,2,19,1,1,0,1,0,0,0,0,0,0,0,0,22,56
Spring,shzlw/poli,54,5,0,0,1,0,3,2,11,0,1,0,0,2,1,1,0,0,3,115,196
Spring,wyh-spring-ecosystem-student/spring-boot-student,358,82,33,0,35,0,52,0,1,0,1,0,7,0,0,0,32,0,0,58,623
Spring,Activiti/Activiti,2212,13,0,0,28,0,1155,0,3,0,1,0,2,0,1,4,0,0,27,515,3931
Spring,spring-projects/spring-security-oauth,761,23,2,0,35,0,91,0,36,1,27,0,2,0,1,23,2,0,1,66,1008
Spring,cheese10yun/spring-guide,84,1,1,0,1,0,1,0,7,0,1,1,0,0,0,7,1,0,0,4,107
Spring,dearbinge/dubbo-spring-boot-mybatis-redis,18,3,0,0,8,0,16,0,1,0,1,0,0,0,0,0,0,0,0,39,77
Spring,abel533/Mapper,349,5,0,0,16,0,43,0,11,0,11,0,1,0,1,2,0,0,0,27,438
Spring,spring-guides/gs-uploading-files,16,6,4,2,2,0,2,2,0,2,0,0,3,1,1,1,2,0,0,1,42
Spring,liaokailin/springcloud,32,20,0,0,16,0,16,0,13,0,2,0,0,0,0,3,0,0,0,2,86
Spring,ordina-jworks/microservices-dashboard,69,3,1,0,5,0,13,0,2,9,0,0,2,2,0,2,1,0,0,5,109
Spring,tonyboxes/netty-chat,32,0,0,0,5,0,7,0,2,0,2,0,0,0,0,2,0,0,0,10,53
Spring,DSpace/DSpace,2012,27,0,0,14,0,119,3,13,0,13,0,27,0,1,2,0,0,1,288,2492
Spring,JThink/SkyEye,223,27,0,43,1,0,18,0,19,0,19,0,8,26,0,1,0,0,0,186,551
Spring,OysterQAQ/Pixiv-Illustration-Collection,26,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,33
Spring,cwenao/springboot_cwenao,55,3,1,12,0,0,18,1,1,0,1,0,0,0,0,38,0,0,0,9,138
Spring,binarywang/weixin-java-miniapp-demo,9,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,4,17
Spring,mattia-battiston/clean-architecture-example,70,2,1,7,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,8,92
Spring,ngbdf/redis-manager,109,3,0,0,1,0,9,0,8,0,5,0,2,4,1,2,0,0,15,588,740
Spring,jhipster/jhipster,108,2,1,0,3,0,3,0,3,0,3,0,3,4,1,2,1,0,1,3,131
Spring,nonocast/todolist,48,4,0,1,0,0,0,1,1,0,1,0,3,2,0,0,0,0,3,45,108
Spring,pkainulainen/gradle-examples,26,7,0,10,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,3,55
Spring,spring-projects/spring-xd,1546,139,15,1,0,0,208,8,14,1,13,1,15,2,1,21,0,0,3,225,2199
Spring,nosqlcoco/springboot-weapp-demo,38,4,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,44
Spring,aws-samples/amazon-ecs-java-microservices,177,22,0,0,11,0,12,0,13,0,0,6,22,1,0,5,11,0,5,67,341
Spring,adobe/S3Mock,62,1,0,0,8,0,12,0,2,0,1,0,7,2,1,1,0,0,0,1,88
Spring,tim232385/WebVideoBot,14,1,1,0,1,0,2,0,1,0,1,0,0,0,1,2,0,0,0,6,27
Spring,jhipster/jhipster-registry,82,2,1,0,1,0,3,0,3,0,1,1,3,1,1,14,1,0,11,194,316
Spring,ysrc/Liudao,25,1,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,6,35
Spring,apache/dubbo-admin,99,3,1,0,4,0,9,0,5,0,4,0,0,1,1,3,1,0,1,92,215
Spring,souyunku/SpringBootExamples,110,19,0,0,18,0,27,0,2,0,2,1,0,0,0,0,1,0,0,48,208
Spring,opentracing-contrib/java-spring-cloud,96,1,1,0,13,0,15,0,2,0,1,0,1,1,1,1,1,0,11,12,142
Spring,shmilyah/spring-cloud-components,25,0,0,0,14,0,14,0,1,0,1,13,0,0,0,0,0,0,0,0,53
Spring,sofastack/sofa-registry,583,10,0,0,30,0,47,8,1,0,1,0,4,10,1,2,0,0,0,4,669
Spring,feuyeux/jax-rs2-guide,163,2,0,0,23,0,55,3,29,0,1,0,11,5,0,0,0,0,0,92,360
Spring,eclipse/hono,538,14,0,0,27,0,74,1,74,0,3,60,54,10,1,35,0,0,33,250,1143
Spring,alibaba/nacos,461,12,1,0,12,0,24,1,10,0,3,0,3,4,1,1,2,0,4,247,770
Spring,yu199195/myth,261,0,0,0,42,0,75,0,2,0,2,0,0,0,1,17,0,0,2,41,398
Spring,cloudfoundry/java-buildpack-auto-reconfiguration,22,1,1,0,1,0,18,0,2,0,1,0,0,3,0,2,1,0,0,4,54
Spring,naturalprogrammer/spring-lemon,149,2,0,0,11,0,12,0,2,0,1,0,1,0,1,5,0,0,13,100,284
Spring,xuwujing/springBoot-study,273,32,1,0,28,0,175,2,1,0,1,0,2,2,0,5,0,0,0,49,542
Spring,spring-cloud/spring-cloud-sleuth,335,2,1,0,16,0,20,0,0,9,0,0,1,8,0,12,1,0,1,26,416
Spring,Coding/WebIDE-Backend,144,2,8,0,1,0,4,0,2,0,1,0,2,0,1,2,0,0,0,8,172
Spring,zhengyunfei/springboot-hadmin,75,1,0,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,9,485,574
Spring,sofastack/sofa-tracer,426,26,0,0,31,0,41,0,11,0,10,0,0,1,1,3,0,0,0,6,514
Spring,anilallewar/microservices-basics-spring-boot,37,9,9,9,0,0,0,9,10,0,10,0,0,11,0,21,0,0,0,59,174
Spring,sanshengshui/netty-learning-example,169,2,0,0,10,0,10,0,1,0,1,0,2,0,1,6,0,0,0,7,197
Spring,1ssqq1lxr/iot_push,87,0,0,0,7,0,8,0,1,0,1,0,0,0,0,3,0,0,0,12,111
Spring,didi/tinyid,37,3,0,0,5,0,7,0,2,0,1,0,0,1,0,0,0,0,0,5,55
Spring,Zoctan/spring-boot-vue-admin,53,4,0,0,1,0,6,0,3,0,3,0,1,1,0,0,0,0,2,94,164
Spring,bitkylin/ClusterDeviceControlPlatform,369,8,3,5,3,0,5,4,2,0,2,0,0,1,1,2,1,0,2,56,458
Spring,roncoo/spring-boot-demo,451,103,0,0,32,0,74,0,27,0,27,3,0,0,0,0,0,0,1,159,818
Spring,qiurunze123/miaosha,282,22,8,0,17,0,56,0,31,0,9,0,3,0,6,6,8,0,9,905,1330
Spring,system-sekkei/isolating-the-domain,137,5,1,1,0,0,4,1,1,0,1,0,0,0,0,1,0,0,3,27,181
Spring,joshlong/boot-examples,14,3,0,0,7,0,7,0,2,0,2,0,0,0,0,0,0,0,0,15,41
