nameProject,total,add,modify,delete,tipoDistinct,java,javaDistinct,properties,jar,jarDistinct,build.gradle,buildDistinct,pom.xml,pomDistinct,manifest.xml,manifestDistinct,xml,xmlDistinct,bat,batDistinct,md,adoc,read,yaml,yamlDistinct,txt,txtDistinct,sh,shDistinct,travisyml,yml,ymlDistinct,cmd,cmdDistinct,kt,ktDistinct,json,jsonDistinct,other
jcpretorius/spring-security-oauth,2,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andye2004/spring-security-oauth,9,4,5,0,1,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheiy/spring-security-oauth,6,0,6,0,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wuguanling99/spring-security-oauth,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alhudson/spring-security-oauth,3,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bigbaldy1128/spring-security-oauth,2,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamesxu182/spring-security-oauth,3,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADSanMu/spring-security-oauth-1,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kuldeepsidhu88/spring-security-oauth,6,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s4kas/spring-security-oauth,7,3,4,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
boojongmin/spring-security-oauth,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain-P-Goldfish/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kiyoung-Lee/spring-security-oauth,5,0,5,0,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
senkum/spring-security-oauth,4,0,4,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
imgx64/spring-security-oauth,3,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wwjiang007/spring-security-oauth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kuzjka/spring-security-oauth,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david-noel/spring-security-oauth,2,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bishoybasily/spring-security-oauth,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soulmachine/spring-security-oauth,2,0,2,0,2,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matbrighi/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pzhao12flakyreplay/spring-security-oauth,18,0,17,1,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pzhao12teste/spring-security-oauth,436,28,380,28,3,152,36,0,0,0,0,0,278,35,0,0,278,35,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
pzhao12testd/spring-security-oauth,872,56,760,56,3,304,36,0,0,0,0,0,556,35,0,0,556,35,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12
pzhao12testc/spring-security-oauth,436,28,380,28,3,152,36,0,0,0,0,0,278,35,0,0,278,35,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
pzhao12testb/spring-security-oauth,218,14,190,14,3,76,36,0,0,0,0,0,139,35,0,0,139,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
pzhao12testa/spring-security-oauth,218,14,190,14,3,76,36,0,0,0,0,0,139,35,0,0,139,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SystemOutPrint/spring-security-oauth,3,0,3,0,2,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ErkoRisthein/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dbudor/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jfneis/spring-security-oauth,2,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shilei812/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xenoterracide/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DavyJones2010/spring-security-oauth,33,0,27,6,2,28,28,0,0,0,0,0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
happyshi0402/spring-security-oauth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bwangfdu/spring-security-oauth,54,16,35,3,2,53,26,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thalestakao/spring-security-oauth,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adolfoweloy/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jsmusgrave/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osgafarov/spring-security-oauth,130,3,4,123,12,58,58,10,0,0,0,0,6,6,0,0,17,17,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
xyrc/spring-security-oauth,13,0,13,0,1,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
czetus/spring-security-oauth,11,4,7,0,4,5,5,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
xzeng1991/spring-security-oauth,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jihlee/spring-security-oauth,5,1,4,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luchob/spring-security-oauth,4,1,3,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liumian97/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kherink/spring-security-oauth,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
patope/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sbcoba/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
akushsky/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fdenommee/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zzsoszz/spring-security-oauth,4,0,4,0,3,2,2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
consoleau/spring-security-oauth,267,38,220,9,3,185,120,0,0,0,0,0,70,34,0,0,70,34,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0
chenjianyao/spring-security-oauth,119,99,16,4,14,50,45,6,0,0,0,0,2,1,0,0,21,14,0,0,1,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,38
claassen/spring-security-oauth,9,6,3,0,2,7,6,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abbccdda/spring-security-oauth,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
raviteja8181/spring-security-oauth,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wfaithfull/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shanman190/spring-security-oauth,4,0,4,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waghsk/spring-security-oauth,2,0,2,0,2,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tuxetuxe/spring-security-oauth,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paulokinho/spring-security-oauth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denistiago/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lap089/spring-security-oauth,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
jnawk/spring-security-oauth,3,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cdelmas/spring-security-oauth,3,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
colinschaub/spring-security-oauth,3,0,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sangyuruo/spring-security-oauth,26,5,20,1,4,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
fitzoh/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pankaj-kalwar/spring-security-oauth,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hnccho/spring-security-oauth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tspaeth/spring-security-oauth,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zhlfml/spring-security-oauth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenConext/spring-security-oauth,169,19,146,4,4,58,35,0,0,0,0,0,106,35,0,0,108,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
denise-schaefer/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benkiefer/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
voronaam/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caspermout/spring-security-oauth,3,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcosbarbero/spring-security-oauth,20,17,3,0,2,18,18,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marksilvis/spring-security-oauth,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xueyumusic/spring-security-oauth,5,0,5,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sunvenka/spring-security-oauth,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
alviny/spring-security-oauth,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MaximPedich/spring-security-oauth,4,2,2,0,2,2,2,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linuschien/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
holsky/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lvonk/spring-security-oauth,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hansuky/spring-security-oauth,30,0,30,0,1,0,0,0,0,0,0,0,30,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
efenderbosch/spring-security-oauth,45,18,15,12,2,42,13,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ORCID/spring-security-oauth,8,0,8,0,2,0,0,0,0,0,0,0,6,4,0,0,6,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JohnKim/spring-security-oauth,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ollie314/spring-security-oauth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sgyyz/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lucascivali/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skate056/spring-security-oauth,2,1,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
callmemagnus/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lukax/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
regist84/spring-security-oauth,8,0,8,0,1,0,0,0,0,0,0,0,8,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ractive/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ColRad/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rodol-fo/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leorubens/spring-security-oauth,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
wzlee/spring-security-oauth,208,0,9,199,16,143,143,5,0,0,0,0,7,7,0,0,22,22,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,36
z1z2z3/spring-security-oauth,297,92,183,22,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,85,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
fduartej/spring-security-oauth,297,92,183,22,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,85,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
ccciudatu/spring-security-oauth,299,92,185,22,21,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,85,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
naruraghavan/spring-security-oauth,297,92,183,22,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,85,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
tr-aheeva/spring-security-oauth,297,92,183,22,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,85,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
simon-zhou/spring-security-oauth,297,92,183,22,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,85,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
DooiooSource/spring-security-oauth,294,92,180,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,83,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
almubinsultan/spring-security-oauth,294,92,180,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,83,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
jintoxicate/spring-security-oauth,294,92,180,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,83,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
liuwenbo200285/spring-security-oauth,294,92,180,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,83,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
kristofferdominique/spring-security-oauth,294,92,180,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,83,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
friscoMad/spring-security-oauth,294,92,180,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,83,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
danveloper/spring-security-oauth,294,92,180,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,83,0,0,2,2,1,1,0,16,2,0,0,0,0,0,0,192
OhadR/spring-security-oauth,5,3,1,1,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xiaqi1210/spring-security-oauth,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yogeshnehra/spring-security-oauth,4,0,4,0,2,1,1,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caseylucas/spring-security-oauth,10,0,10,0,1,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
him-bhar/spring-security-oauth,4,2,2,0,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
lguerrin/spring-security-oauth,5,0,5,0,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ftaiolivista/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daleolds/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nfet/spring-security-oauth,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ajantis/spring-security-oauth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hons/spring-security-oauth,22,0,22,0,3,20,20,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
xcompass/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bimsapi/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tresbailey/spring-security-oauth,2,0,2,0,2,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vedyval/spring-security-oauth,10,4,6,0,2,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
jirutka/spring-security-oauth,30,13,14,3,5,2,2,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
longliveenduro/spring-security-oauth,3,0,3,0,1,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
timr/spring-security-oauth,2,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erwink/spring-security-oauth,118,77,41,0,6,0,0,0,14,10,0,0,20,9,0,0,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
aanganes/spring-security-oauth,3,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d3clan/spring-security-oauth,24,0,24,0,3,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ssmith5/spring-security-oauth,15,0,15,0,4,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
jillesvangurp/spring-security-oauth,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spidertracks/spring-security-oauth,4,4,0,0,4,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
calvinkrishy/spring-security-oauth,45,20,23,2,3,33,12,0,0,0,0,0,8,2,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
skywater/dubbo-spring-boot-mybatis-redis,6,0,6,0,2,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
shenruiqing/dubbo-spring-boot-mybatis-redis,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yiwuxia/dubbo-spring-boot-mybatis-redis,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DavidWang39532/dubbo-spring-boot-mybatis-redis,13,7,6,0,3,0,0,1,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
xiaobei-ihmhny/dubbo-spring-boot-mybatis-redis,46,0,1,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
T-XUE/dubbo-spring-boot-mybatis-redis,10,0,10,0,2,0,0,1,0,0,0,0,3,3,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
