nameProject,total,add,modify,delete,tipoDistinct,java,javaDistinct,properties,jar,jarDistinct,build.gradle,buildDistinct,pom.xml,pomDistinct,manifest.xml,manifestDistinct,xml,xmlDistinct,bat,batDistinct,md,adoc,read,yaml,yamlDistinct,txt,txtDistinct,sh,shDistinct,travisyml,yml,ymlDistinct,cmd,cmdDistinct,kt,ktDistinct,json,jsonDistinct,other
MaTriXy/RxRecyclerView,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erikthorselius/Skycons,12,0,12,0,1,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andreasjacobsen93/Skycons-for-Xamarin.Android,90,12,3,75,11,27,27,2,1,1,3,3,0,0,2,2,26,26,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
iambas/Bluetooth-LE-Library---Android,21,6,15,0,6,6,5,1,1,1,3,3,0,0,1,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
dlage/Bluetooth-LE-Library---Android,3,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
leedsd/Bluetooth-LE-Library---Android,2,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abhishekkumardwivedi/Bluetooth-LE-Library---Android,17,3,9,5,5,0,0,1,0,0,1,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
joeyvanderbie/Bluetooth-LE-Library---Android,266,230,31,5,12,9,9,0,1,1,3,2,0,0,3,2,107,100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
Pixplicity/Bluetooth-LE-Library---Android,60,9,46,5,4,24,12,0,0,0,0,0,0,0,4,2,24,13,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
cheolhee/Bluetooth-LE-Library---Android,4,0,4,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TylerCarberry/ListOfThings,6,0,6,0,3,1,1,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xiaofei-dev/android-percent-support-extend,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChinaCoolder/android-percent-support-extend,20,0,20,0,5,1,1,2,0,0,8,4,0,0,3,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
bryant1410/android-percent-support-extend,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lcf2013/android-percent-support-extend,9,1,8,0,3,0,0,0,0,0,2,2,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SemonCat/android-percent-support-extend,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HKMOpen/android-percent-support-extend,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Garzas/JavaWebsocketClient,55,24,11,20,5,26,26,1,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0
rs146/JavaWebsocketClient,67,8,30,29,5,52,40,0,0,0,4,3,0,0,1,1,3,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0
MaTriXy/JavaWebsocketClient,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MrSewerPickle/wwmmo,7,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xeddmc/wwmmo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sydroid-Shi/wwmmo,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sotaof/wwmmo,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrix/AppStarter,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
github-tongchen/mosby,772,0,382,390,14,449,408,10,0,0,28,16,0,0,9,9,143,143,0,0,4,0,4,0,0,0,0,4,4,1,2,2,0,0,0,0,5,5,127
pymetrics/mosby,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaulazat/mosby,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gmetal/mosby,9,0,9,0,3,7,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
MaximPestryakov/mosby,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mseroczynski/mosby,2,0,2,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guyca/mosby,14,3,11,0,4,1,1,3,0,0,6,4,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
su3233/mosby,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnwilde/mosby,3,0,3,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nick252/mosby,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
atarasenko/mosby,2,0,2,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nikhilmaurya10/mosby,8,4,4,0,5,3,3,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sherchen/ArchitectureTemplate,266,250,16,0,12,120,120,4,2,2,15,12,0,0,3,3,78,78,2,2,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
lenguyenthanh/mosby,3,0,3,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
maoqis/mosby,4,3,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
leonardo2204/mosby,22,11,11,0,3,17,13,0,0,0,1,1,0,0,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drampelt/mosby,46,40,6,0,9,19,19,0,0,0,5,5,0,0,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
sswierczek/mosby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MaTriXy/mosby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PaulWoitaschek/mosby,15,0,15,0,1,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robl2e/mosby,5,0,5,0,2,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heralight/mosby,35,34,1,0,8,12,12,0,0,0,1,1,0,0,1,1,11,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7
NikolajLund/mosby,2,0,2,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050utopia/mosby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guyschaos/mosby,421,0,5,416,11,192,192,0,1,1,6,6,0,0,5,5,99,99,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,112
d1m0nh/mosby,5,0,5,0,2,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
liangrk/AndroidStudyCode,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supernatural/ADBKeyBoard,4,0,4,0,3,0,0,1,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plateaukao/ADBKeyBoard,6,1,4,1,4,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
haoyaogang/ADBKeyBoard,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emanresusername/ADBKeyBoard,2,0,2,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddook007/ADBKeyBoard,9,4,5,0,4,2,2,1,0,0,1,1,0,0,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OsBelief/ADBKeyBoard,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NeverMorer/ExoMedia,4,0,4,0,2,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
harenj/ExoMedia,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
creadoit/ExoMedia,70,0,36,34,4,44,27,0,0,0,9,3,0,0,1,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ccrama/ExoMedia,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GlennioTech/CustomExoMedia,130,8,118,4,3,101,46,0,0,0,8,3,0,0,1,1,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ishandutta2007/ExoMedia,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PonnamKarthik/ExoMedia,5,1,4,0,2,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tb-yangshu/ExoMedia,53,16,37,0,5,24,9,0,0,0,1,1,0,0,5,1,23,10,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
sangcomz/ExoMedia,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
httpdispatch/ExoMedia,3,0,3,0,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
castbox/ExoMedia,9,0,9,0,3,1,1,0,0,0,7,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OrdonTeam/ExoMedia,5,1,4,0,2,4,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hadifar/ExoMedia,60,7,51,2,3,26,9,0,0,0,3,3,0,0,0,0,31,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MaTriXy/ExoMedia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
billyjoker/ExoMedia,38,20,18,0,2,29,29,0,0,0,0,0,0,0,1,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pratap-c1/ExoMedia,19,10,9,0,3,14,7,0,0,0,3,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
volser/ExoMedia,13,0,13,0,1,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eneim/ExoMedia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AmpMe/ExoMedia,44,3,39,2,4,24,13,1,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Subsplash/ExoMedia,3,0,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
msnbc-devices/ExoMedia,27,2,25,0,2,26,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LiuDeng/ExoMedia,48,10,38,0,5,31,13,0,0,0,1,1,0,0,3,2,14,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
t-kashima/ExoMedia,2818,2804,12,2,13,16,13,0,8,8,6,3,0,0,13,13,944,944,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,378,378,1461
MercuryIntermedia/ExoMedia,15,0,15,0,4,10,1,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VAdaihiep/ExoMedia,2,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sheikhspeare/android-PlacesAutocompleteTextView,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deepakbajpay/android-PlacesAutocompleteTextView,39,3,17,19,8,5,4,3,0,0,8,3,1,1,1,1,13,12,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
cstarner/android-PlacesAutocompleteTextView,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erikswed/android-PlacesAutocompleteTextView,6,1,5,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
joielechong/android-PlacesAutocompleteTextView,15,0,15,0,4,7,3,2,0,0,2,2,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cwetherly/android-PlacesAutocompleteTextView,7,0,6,1,4,1,1,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
jmedgar2000/android-PlacesAutocompleteTextView,2,0,2,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stocard/android-PlacesAutocompleteTextView,19,3,7,9,9,0,0,3,0,0,6,5,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,6
yiuc/hn-android,8,3,5,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2
mechdome/hn-ios,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luiscruz/hn-android,15,2,12,1,5,0,0,3,2,2,3,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
tbroadley/hn-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ocdtrekkie/hn-android,39,0,39,0,5,11,9,0,0,0,3,1,0,0,3,1,20,17,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
sandeshdamkondwar/hn-android,18,4,14,0,7,4,4,1,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
hsnu310663/hn-android,148,23,112,13,10,73,19,4,2,1,0,0,0,0,0,0,40,13,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,25
why791210/hn-android,117,19,98,0,9,76,16,3,1,1,0,0,0,0,0,0,22,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,13
bahrunnur/hn-android,6,5,1,0,5,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
asafh/hn-android,3,0,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sookcha/hn-android,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alexshr/OfflineSampleApp,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yaroslav-shlapak/OfflineSampleApp,3,0,3,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jameer-mulani/AndroidPushNotificationsDemo,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
luzhongxu/AndroidPushNotificationsDemo,3,1,1,1,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
learnerhouse/AndroidPushNotificationsDemo,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lidocan2012/AndroidPushNotificationsDemo,5,2,2,1,4,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
zhangxinxin/AndroidPushNotificationsDemo,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
bartvdo/AndroidPushNotificationsDemo,9,3,6,0,5,3,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
nridwans/NumberPicker,2,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MeinLieberScholli/NumberPicker,8,0,8,0,4,4,2,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adrielcafe/NumberPicker,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edinofricaniago/NumberPicker,14,3,11,0,8,3,2,1,0,0,1,1,0,0,1,1,4,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
planeer/NumberPicker,8,0,8,0,2,5,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maizer/NumberPicker,10,0,9,1,3,3,2,0,0,0,0,0,0,0,0,0,2,2,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DonaldDu/NumberPicker,5,0,5,0,2,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rockaport/NumberPicker,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abondarew/NumberPicker,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FarshidABZ/NumberPicker,2,0,2,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dotrgle/MVPvsMVVM,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpgpuyo/MVPvsMVVM,3,0,3,0,2,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtsiomCh/MVPvsMVVM,4,0,4,0,3,0,0,1,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sgaikar1/MVPvsMVVM,5,0,5,0,3,0,0,1,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yelomo/MapNavigator,33,8,11,14,12,5,5,2,1,1,0,0,0,0,0,0,10,9,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
sbelloz/MapNavigator,7,0,5,2,3,4,2,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tonilopezmr/MapNavigator,22,1,6,15,7,6,5,1,0,0,0,0,0,0,1,1,9,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
MaTriXy/MapNavigator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iQuick/Bigbang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brainweiyi/NewXmPluginSDK,16,0,16,0,1,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
niulinlnc/NewXmPluginSDK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dingshaoran/NewXmPluginSDK,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evansherry/NewXmPluginSDK,58,43,15,0,8,4,4,0,2,2,9,9,0,0,2,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,15
ohdroid/NewXmPluginSDK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
normanren/NewXmPluginSDK,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wangyeming/NewXmPluginSDK,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
xieweiming1990/NewXmPluginSDK,3,0,3,0,2,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
milbai/NewXmPluginSDK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aholicknight/frostwire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
muckachina/frostwire,21,0,21,0,2,20,10,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xwaitalonec/frostwire,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jessy100/frostwire,31,5,25,1,3,28,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
hanklank/frostwire,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yerath/frostwire,71,17,54,0,6,60,30,3,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3
AndroidDeveloperLB/material-sheet-fab,31,0,25,6,5,10,10,1,0,0,9,3,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
creativedrewy/material-sheet-fab,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vfishv/material-sheet-fab,7,0,3,4,3,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
devjn/material-sheet-fab,13,0,6,7,4,8,8,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
