nameProject,total,add,modify,delete,tipoDistinct,java,javaDistinct,properties,jar,jarDistinct,build.gradle,buildDistinct,pom.xml,pomDistinct,manifest.xml,manifestDistinct,xml,xmlDistinct,bat,batDistinct,md,adoc,read,yaml,yamlDistinct,txt,txtDistinct,sh,shDistinct,travisyml,yml,ymlDistinct,cmd,cmdDistinct,kt,ktDistinct,json,jsonDistinct,other
Antonio1k/GgAndroid,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
millecker/coursera-android,646,571,4,71,19,61,54,26,29,26,45,44,0,0,32,27,145,122,22,22,0,0,0,0,0,27,24,0,0,0,0,0,0,0,0,0,28,14,263
osvaldoc/coursera-android,4,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
chenccharlie/coursera-android,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zeusz3/coursera-android,2,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
antonmry/coursera-android,401,401,0,0,12,40,40,18,9,9,18,18,0,0,27,27,116,116,9,9,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,173
mitchac/coursera-android,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ks729/coursera-android,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
franzejr/coursera-android,543,454,33,56,22,80,72,27,12,12,0,0,0,0,27,24,112,108,0,0,1,0,1,0,0,31,25,0,0,0,0,0,0,0,0,0,0,0,280
waltprorok/coursera-android,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Eternia4/coursera-android,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
sujesha/coursera-android,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClockTikking/coursera-android,2,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sumotoy/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jecht/coursera-android,45,44,1,0,4,6,6,0,0,0,0,0,0,0,5,5,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
VinodAkkepalli/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E-FL/coursera-android,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhenT/coursera-android,6,0,6,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wiraredi/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AjitPS/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lutaoact/coursera-android,17,7,10,0,5,3,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
beeyen/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zhongdeyu/coursera-android,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maziarmehrabi/coursera-android,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TimPreston--UK/coursera-android,3,0,3,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
midnightradio/coursera-android,362,343,19,0,15,81,65,21,14,14,0,0,0,0,24,21,117,114,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,104
SauravDas90/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xzhang34/coursera-android,42,41,1,0,11,8,7,2,2,2,0,0,0,0,2,2,12,12,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,14
fancyhu/coursera-android,1216,1176,40,0,19,147,142,21,13,13,0,0,0,0,27,24,380,377,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,630
WesleyRen/coursera-android,183,183,0,0,11,21,21,8,4,4,8,8,0,0,12,12,58,58,4,4,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,72
aorgaz/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcusmaccio/coursera-android,129,129,0,0,8,18,18,9,5,5,0,0,0,0,9,9,53,53,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,36
ChristosMylonas/coursera-android,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mousyhead/coursera-android,236,229,7,0,15,34,33,14,7,7,2,2,0,0,15,15,88,88,1,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,78
hukewei/coursera-android,204,204,0,0,11,37,37,12,6,6,0,0,0,0,15,15,73,73,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,61
AdarshBk/coursera-android,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MichaelKnight/coursera-android,985,984,1,0,17,105,105,15,7,7,0,0,0,0,15,15,347,347,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,500
enixdark/coursera-android,18,10,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14
randychampagne/coursera_android,196,190,6,0,11,21,21,13,5,5,0,0,0,0,10,10,61,61,0,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,80
ElDombrovan/coursera-android,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
maany/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kfowler/coursera-android,1080,1034,14,32,15,117,115,15,14,13,29,26,0,0,17,16,347,344,13,12,14,0,14,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,518
MarqueJaune/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
butlermh/coursera-android,20,18,2,0,10,0,0,3,0,0,0,0,0,0,1,1,3,3,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12
kc14bolivar/coursera-android,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arjand/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kiarnold/coursera-android,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chaabni/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gio2k/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pthakkar9/coursera-android,109,0,109,0,1,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alancapc/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yingding/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sumitsharma2207/coursera-android,23,21,2,0,7,4,2,1,0,0,0,0,0,0,1,1,7,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10
BenjaminWLarson/coursera-android,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alinamylka/coursera-android,229,228,1,0,13,20,20,9,9,9,8,8,0,0,10,10,90,90,4,4,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,78
mgallucci/coursera-android,46,0,46,0,4,6,6,1,0,0,0,0,0,0,5,5,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
darrenhill/coursera-android,15,15,0,0,5,2,2,2,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4
melashkov/coursera-android,451,414,30,7,16,110,89,23,13,13,0,0,0,0,29,26,138,133,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,149
fastwow/coursera-android,420,366,24,30,13,80,63,20,9,9,0,0,0,0,30,24,123,110,0,0,0,0,0,0,0,36,28,0,0,0,0,0,0,0,0,0,0,0,152
leehosung/coursera-android,2,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
thomasbabuj/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daytron/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grant-wright/coursera-android,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
williamukoh/coursera-android,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
elektronaut0815/coursera-android,323,116,132,75,8,1,1,75,2,1,217,109,0,0,6,6,12,9,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
zoupeiyang/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
agustin04/coursera-android,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
kevinqualters/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jackhuang007/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pranayaryal/coursera-android,34,18,16,0,5,4,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
LonaRisas/coursera-android,260,51,208,1,10,8,8,109,2,2,0,0,0,0,5,5,23,23,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,116
paul1453/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Qining/coursera-android,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
micmarc/coursera-android,132,132,0,0,9,41,41,5,4,4,0,0,0,0,5,5,50,50,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,27
mldeng/coursera-android,3,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
joeryan/coursera-android,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AndroidApps101/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almagest14/coursera-android,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexcool/coursera-android,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dheerajshetty/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
balsamoEE/coursera-android,3,0,3,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smayuras/coursera-android,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rpenunuri/coursera-android,182,170,12,0,12,57,48,8,4,4,0,0,0,0,7,7,64,64,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,43
slackerzz/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aghuddleston/coursera-android,259,252,7,0,12,47,44,17,11,11,0,0,0,0,19,18,95,94,0,0,3,0,3,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,73
jdcheesman/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arlinda/coursera-android,106,0,0,106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
edubriguenti/coursera-android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skarcha/coursera-android,369,344,25,0,17,66,53,27,14,14,0,0,0,0,25,21,121,117,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,101
lilly-m/coursera-android,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
aphasia0/coursera-android,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brentschneider/coursera-android,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
learn-stuff/coursera-android,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kunal0/Android,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
justiceamoh/Android,5,0,5,0,4,1,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
lanyuzd/DeveloperHelper,10,6,4,0,2,0,0,0,0,0,4,4,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lixiaogang03/Android-ServiceManager,18,5,9,4,6,0,0,1,0,0,3,3,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
wassupnari/floatlabelededittext,5,0,5,0,4,2,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MoinPansare/floatlabelededittext,2,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rala72/floatlabelededittext,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gitskim/floatlabelededittext,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manishpathak99/floatlabelededittext,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GabrielCastro/floatlabelededittext,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nelo686/floatlabelededittext,7,1,6,0,3,2,1,0,1,1,0,0,0,0,2,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
josebama/floatlabelededittext,13,0,13,0,3,1,1,0,0,0,9,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
colaboradores/floatlabelededittext,4,0,4,0,2,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kk-java/floatlabelededittext,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
littlebytes/floatlabelededittext,4,0,4,0,2,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dommerq/floatlabelededittext,2,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lkxlaz/SensorManager,13,12,1,0,6,0,0,3,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
mbenndor/SensorManager,39,15,24,0,9,14,13,5,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
sibelius/SensorManager,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fe-Ordan/ExpandableRecyclerview,2,0,2,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OneEggIsBigger/MD,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QeGle/UniversalVideoView,23,0,22,1,4,5,4,2,0,0,4,3,0,0,2,2,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Simontok-aplikasi/UniversalVideoView,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
david-belbeze/UniversalVideoView,16,3,13,0,4,3,3,1,0,0,4,3,0,0,1,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cjiahuan/UniversalExoplayer,10,1,9,0,5,2,2,2,0,0,4,3,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khairul169/UniversalVideoView,7,0,6,1,3,1,1,0,0,0,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
znupy/UniversalVideoView,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moonfish11/UniversalVideoView,4,0,4,0,2,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chy1993/UniversalVideoView,101,36,65,0,5,40,4,2,0,0,5,3,0,0,3,1,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
find-happiness/UniversalVideoView,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
total,936610,180178,665438,90994,6140,725059,203127,1942,2976,971,6617,1309,3531,586,2336,765,48942,19759,270,156,4054,0,4054,24,5,12642,2083,786,462,190,625,155,20,14,16225,2146,1430,1124,114998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,android,,,spring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,extension,#,%,extension,#,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,java,725059,"77,41%",java,20767,"38,75%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,xml,48942,"5,23%",xml,11322,"21,13%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,kt,16225,"1,73%",md,1421,"2,65%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,txt,12642,"1,35%",properties,772,"1,44%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
read,4054,"0,43%",,,md,4054,"0,43%",yml,401,"0,75%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,other,129688,"13,85%",other,18912,"35,29%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jar,2976,"0,32%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,files,#,%,files,#,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
properties,1942,"0,21%",,,build.gradle,6617,"0,71%",pom.xml,5847,"10,91%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
json,1430,"0,15%",,,pom.xml,3531,"0,38%",build.gradle,160,"0,30%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sh,786,"0,08%",,,manifest.xml,2336,"0,25%",travisyml,72,"0,13%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yml,625,"0,07%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bat,270,"0,03%",,,file action,#,%,file action,#,%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
travisyml,190,"0,02%",,,modify,665438,"71,05%",modify,25746,"48,04%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yaml,24,"0,00%",,,add,180178,"19,24%",add,19096,"35,63%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmd,20,"0,00%",,,delete,90994,"9,72%",delete,8753,"16,33%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adoc,0,"0,00%",,,total,936610,"100,00%",total,53595,"100,00%",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
