framework,projeto,fork,base_commit,behind_by,ahead_by,,,android,spring,% android,%spring
Android,aporter/coursera-android,Jecht/coursera-android,811b576804f566b1fbaa3c8be4e77116557d35a5,4,3,,,,,,
Android,aporter/coursera-android,rhenT/coursera-android,811b576804f566b1fbaa3c8be4e77116557d35a5,4,3,,,,,,
Android,aporter/coursera-android,TimPreston--UK/coursera-android,cdaddc2cffd87103eeb16dd1b173c9bba3bce1bd,6,3,,,,,,
Android,aporter/coursera-android,mousyhead/coursera-android,36da44b40109679babbbdcfc635b436765510fbe,8,3,,,,,,
Android,aporter/coursera-android,enixdark/coursera-android,ba37b4ed594eff674dad1c51a1306aa49e98646e,14,3,,,,,,
Android,aporter/coursera-android,LonaRisas/coursera-android,a4c1fceac0d2c0a86f74ebad8ccc7539330e8290,44,3,,,,,,
Android,aporter/coursera-android,balsamoEE/coursera-android,a2dcbcd086db4c001fac44872aeecf7f9f15be20,57,3,,,,,,
Android,aporter/coursera-android,brentschneider/coursera-android,d514e3867406146a80f6a0930d16871b6a602eec,71,3,,,,,,
Android,wrapp-archive/floatlabelededittext,josebama/floatlabelededittext,f68ae6c08fc1ab57666caa583e7dfd1a8aa08335,16,3,,,,,,
Android,wrapp-archive/floatlabelededittext,littlebytes/floatlabelededittext,e0d868d3b5704cfb97e2c077df4e902ba3fdc4f4,21,3,,,,,,
Android,wrapp-archive/floatlabelededittext,dommerq/floatlabelededittext,e0d868d3b5704cfb97e2c077df4e902ba3fdc4f4,21,3,,,,,,
Android,linsea/UniversalVideoView,david-belbeze/UniversalVideoView,a77a55f91bdc193a0548bf1472280558c28ddd97,0,3,,,,,,
Android,linsea/UniversalVideoView,cjiahuan/UniversalExoplayer,a77a55f91bdc193a0548bf1472280558c28ddd97,0,3,,,,,,
Android,alt236/Bluetooth-LE-Library---Android,leedsd/Bluetooth-LE-Library---Android,c6cece6acc08ea0666715371ccfd373346b1e74b,25,2,,,,,,
Android,jacek-marchwicki/JavaWebsocketClient,Garzas/JavaWebsocketClient,a6beec67ce611caa234eef3ed1dc341126ffffb7,0,2,,,,,,
Android,codeka/wwmmo,MrSewerPickle/wwmmo,f6ba45d09bd6c3844d1b6042a4bfe45d96973821,55,2,,,,,,
Android,codeka/wwmmo,xeddmc/wwmmo,67db661c35544385afdb92176dcd49360d42119d,0,2,,,,,,
Android,sockeqwe/mosby,mseroczynski/mosby,0a5ada939a1ed2bbb0650c958cc81d925e19b702,97,2,,,,,,
Android,sockeqwe/mosby,maoqis/mosby,2301d6b0165e2bdc3729b91130dfdb5c1e25088c,172,2,,,,,,
Android,sockeqwe/mosby,drampelt/mosby,d598df48ad1c3ea8f78eda3a394d8bceb0e25b4f,276,2,,,,,,
Android,sockeqwe/mosby,sswierczek/mosby,8fe20bed9f1877e20df799a3e5c6b9d3c13ebce2,208,2,,,,,,
Android,sockeqwe/mosby,robl2e/mosby,b7c5a2c7e9daae4f1cb3d18995b3b8f9bf114c88,336,2,,,,,,
Android,senzhk/ADBKeyBoard,plateaukao/ADBKeyBoard,ad54ed605776d033b575f1df3c8c35b28bf34a6f,7,2,,,,,,
Android,brianwernick/ExoMedia,ccrama/ExoMedia,7433b8805e9e81d8e100cef6e1f539ec0840690c,36,2,,,,,,
Android,brianwernick/ExoMedia,sangcomz/ExoMedia,d7d45b86cc23bab7315c249455844f3ea1a1ef25,140,2,,,,,,
Android,seatgeek/android-PlacesAutocompleteTextView,cstarner/android-PlacesAutocompleteTextView,77bbbae4406c4ff80d53ee3a9722a41f4b06d2b5,0,2,,,,,,
Android,seatgeek/android-PlacesAutocompleteTextView,jmedgar2000/android-PlacesAutocompleteTextView,f64adcb72319974e36dba6d6eeba34d3e4b76127,23,2,,,,,,
Android,manmal/hn-android,bahrunnur/hn-android,83ded88d4a35c307e1550ede5b10eb3f59fb1302,162,2,,,,,,
Android,jshvarts/OfflineSampleApp,yaroslav-shlapak/OfflineSampleApp,2194092d893131386f8734e4b70f4bfd54660ab8,12,2,,,,,,
Android,tokudu/AndroidPushNotificationsDemo,luzhongxu/AndroidPushNotificationsDemo,ea18b09073a5fed9aaf22b0733a83286464fe636,0,2,,,,,,
Android,tokudu/AndroidPushNotificationsDemo,zhangxinxin/AndroidPushNotificationsDemo,ea18b09073a5fed9aaf22b0733a83286464fe636,0,2,,,,,,
Android,tokudu/AndroidPushNotificationsDemo,bartvdo/AndroidPushNotificationsDemo,ea18b09073a5fed9aaf22b0733a83286464fe636,0,2,,,,,,
Android,ShawnLin013/NumberPicker,nridwans/NumberPicker,3d256e25fc8c77b041eca0f8cfb87f7fdd4bcf39,0,2,,,,,,
Android,ShawnLin013/NumberPicker,DonaldDu/NumberPicker,49ef5a28f1a19d7c9d50fcf9251c6958dc9826a2,91,2,,,,,,
Android,gowong/material-sheet-fab,vfishv/material-sheet-fab,eb603241e3250c20cde1af33ddcd8b60a61db279,1,2,,,,,,
Android,gowong/material-sheet-fab,devjn/material-sheet-fab,eb603241e3250c20cde1af33ddcd8b60a61db279,1,2,,,,,,
Android,AppLozic/Applozic-Android-SDK,guillermolechuga/Applozic-Android-SDK,23e2bfa43fd8f3228d30c82a2c7510700ba1baa7,511,2,,,,,,
Android,AppLozic/Applozic-Android-SDK,morristech/Applozic-Android-SDK,08dbe34edb0a9ae2cd57309dba26c0057a421017,555,2,,,,,,
Android,AppLozic/Applozic-Android-SDK,gitter-badger/Applozic-Android-SDK,84f8e0dcac90fdc238f6b1484f072da24a562b27,1729,2,,,,,,
Android,HITGIF/TextFieldBoxes,rohitshahane93/TextFieldBoxes,9d402bb50a0a6c2dc71b1a2e461c916f66af5628,10,2,,,,,,
Android,HITGIF/TextFieldBoxes,rovkinmax/TextFieldBoxes,a5561b1aa5e23388f1a87ea384ca9c8b74194e74,12,2,,,,,,
Android,HITGIF/TextFieldBoxes,inflim/TextFieldBoxes,a5561b1aa5e23388f1a87ea384ca9c8b74194e74,12,2,,,,,,
Android,payatu/diva-android,sudhackar/diva-android,2bb63b531ba66c22563ac0911973389e2a0cb723,0,2,,,,,,
Android,requery/sqlite-android,rolends1986/sqlite-android,b0f4189b6137aaa1f1c2eafc21a8d898b3012d6e,0,2,,,,,,
Android,requery/sqlite-android,gazman-sdk/sqlite-android,b0f4189b6137aaa1f1c2eafc21a8d898b3012d6e,0,2,,,,,,
Android,requery/sqlite-android,skrishnaprasad/sqlite-android,da119c1aa926975330ff727067fedc93e49da5f2,15,2,,,,,,
Android,JakeWharton/SwipeToDismissNOA,vgershman/SwipeToDismissNOA,f78c783923a61972cfc382779cbd4911c4c344f9,1,2,,,,,,
Android,JorenSix/TarsosDSP,nybbs2003/TarsosDSP,3426e182b2931d7f7f12a15ae3b47a7ee6227a69,13,2,,,,,,
Android,JorenSix/TarsosDSP,synopia/TarsosDSP,71ae353871a75d916a642dbb7377fead9d175a68,32,2,,,,,,
Android,JorenSix/TarsosDSP,sinoohe/TarsosDSP,a4a190145a568519d325bac0ce93d96037495df5,58,2,,,,,,
Android,JorenSix/TarsosDSP,melophonic/TarsosDSP,9001b89d3f412c3a8c26e0e9a74d54fd6da73ad5,71,2,,,,,,
Android,tarek360/RichPath,wm0124/RichPath,479e06c296fa26ef760bc58e631e130c0320f3cc,11,2,,,,,,
Android,tarek360/RichPath,ChinaVolvocars/RichPath,599e75aa4ade974de739dc8cba7f937142e0ee31,12,2,,,,,,
Android,tarek360/RichPath,Zzechen/RichPath,599e75aa4ade974de739dc8cba7f937142e0ee31,12,2,,,,,,
Android,consenlabs/token-core-android,passos/token-core-android,5ac7aa1d1a5c78b96ff23fab4d24b90c704dcafb,7,2,,,,,,
Android,Xiaofei-it/Hermes,xuexiangjys/Hermes,262039098b407f40f8298e6bbb3ca173a9fe2322,0,2,,,,,,
Android,Xiaofei-it/Hermes,yisitao/Hermes,4b8bbb503444ae7501322db1cfdd3d236c2680ed,15,2,,,,,,
Android,cattong/YiBo,unidevel/YiBo,7078c7454a482708690baba432d8a9d46bfac2c3,19,2,,,,,,
Android,cattong/YiBo,kdeplus/YiBo,7078c7454a482708690baba432d8a9d46bfac2c3,19,2,,,,,,
Android,ruboto/ruboto-irb,donv/ruboto-irb,f2d0b13f66ccea6b6020852e1a0cb1842415d1ea,250,2,,,,,,
Android,sbakhtiarov/gif-movie-view,Tobiaqs/gif-movie-view,1f849a2e4489dfc5ab37e55955d42b2717b4a902,0,2,,,,,,
Android,google/android-classyshark,myroid/android-classyshark,ca04c8fbb3febdfcd6177b968e8b46c471295263,2,2,,,,,,
Android,kaaes/spotify-web-api-android,srivanov/spotify-web-api-android,cdf0cd4916e0df8f06d0c9fefb665e2962c0d539,0,2,,,,,,
Android,kaaes/spotify-web-api-android,sregg/spotify-web-api-android,d579e7f667a87b7b0c67a43d99e197a401aac3e9,50,2,,,,,,
Android,AlexKorovyansky/android-fb-like-slideout-navigation,InQBarna/android-fb-like-slideout-navigation,25b61f44d3f894fc57b9f8fba4c58fa3a22284b3,1,2,,,,,,
Android,AlexKorovyansky/android-fb-like-slideout-navigation,huangxiangdan/android-fb-like-slideout-navigation,335782e66fdd10babd1628df7b647d2318d4d3de,5,2,,,,,,
Android,linroid/FilterMenu,lingwei0604/FilterMenu,2fd2e8a634b5eb057324345091027f268db3f3bc,17,2,,,,,,
Android,linroid/FilterMenu,ShelbyYu/FilterMenu,2fd2e8a634b5eb057324345091027f268db3f3bc,17,2,,,,,,
Android,linroid/FilterMenu,Volcanoscar/FilterMenu,2fd2e8a634b5eb057324345091027f268db3f3bc,17,2,,,,,,
Android,linroid/FilterMenu,Jeepend/FilterMenu,2fd2e8a634b5eb057324345091027f268db3f3bc,17,2,,,,,,
Android,linroid/FilterMenu,datalink747/FilterMenu,2fd2e8a634b5eb057324345091027f268db3f3bc,17,2,,,,,,
Android,ww6015132/SilkySignature,mirego/SilkySignature,261a6837e84952f50a3397768e7139dc72acf51f,10,2,,,,,,
Android,andraskindler/quickscroll,HeHongdanLive/quickscroll,132a9b316211a36aef2c893baa26a453158cd87b,0,2,,,,,,
Android,andraskindler/quickscroll,RabbeN/quickscroll,b0a90bcf8045aac584462544f6102401e9694d8b,3,2,,,,,,
Android,ganyao114/SandHook,markjian/SandHook,f009483a6783a2f766905abf68f8530c245961ed,260,2,,,,,,
Android,MindorksOpenSource/AndroidTensorFlowMNISTExample,meinside/AndroidTensorFlowMNISTExample,21e3fb05a4ae6353fb216680dae5fe347cbf291a,14,2,,,,,,
Android,codekidX/storage-chooser,kaditya679/storage-chooser,98307ec54b24d592ae67b2a3d262d60566eadbf8,5,2,,,,,,
Android,codekidX/storage-chooser,OSpoon/storage-chooser,f6fbec94ed46670cfa4581579ffe79d17e907694,91,2,,,,,,
Android,lukaspili/Reactive-Billing,JohnWowUs/Reactive-Billing,ecbf6de289b292b8656e04a060fc26231083ade8,0,2,,,,,,
Android,lukaspili/Reactive-Billing,ksc91u/Reactive-Billing,ecbf6de289b292b8656e04a060fc26231083ade8,0,2,,,,,,
Android,lukaspili/Reactive-Billing,polydice/Reactive-Billing,ecbf6de289b292b8656e04a060fc26231083ade8,0,2,,,,,,
Android,lukaspili/Reactive-Billing,teemu-rossi/Reactive-Billing,ecbf6de289b292b8656e04a060fc26231083ade8,0,2,,,,,,
Android,lukaspili/Reactive-Billing,dhartwich1991/Reactive-Billing,7645a241a57e7305f693b41f128e2dd8767df061,15,2,,,,,,
Android,TakuSemba/MultiSnapRecyclerView,harrylefit/MultiSnapRecyclerView,7425c78655b1b20cf6aae6adaaa2ed5f3b6bb82a,9,2,,,,,,
Android,TakuSemba/MultiSnapRecyclerView,MaTriXy/MultiSnapRecyclerView,218a69c5b03841e02f11751506f2f77a9a3d99e4,10,2,,,,,,
Android,androidthings/sample-tensorflow-imageclassifier,LanSenJia/sample-tensorflow-imageclassifier,9005d2c71736a19c3fa7f6bcb05a16c22d5452f7,0,2,,,,,,
Android,androidthings/sample-tensorflow-imageclassifier,waynepiekarski/green-robot-tensorflow-imageclassifier,055873cb763f0eac25cabf7b82a38c5675e0e2d9,21,2,,,,,,
Android,androidthings/sample-tensorflow-imageclassifier,johnweber/sample-tensorflow-imageclassifier,1e31c115623b38789a558c65745e127c8d81d383,37,2,,,,,,
Android,dimorinny/show-case-card-view,rhlmshr/show-case-card-view,bd4c1816a3c79d8d0c69196b4ff3874ad15e325a,0,2,,,,,,
Android,jpardogo/FlabbyListView,simoarpe/FlabbyListView,d3a31df63161409cbdf8651b2d7f6168a05b14ce,3,2,,,,,,
Android,ankushsachdeva/emojicon,meekimobile/emojicon,70bdd3731ebfc12a973d4125f5c5598015d96a62,0,2,,,,,,
Android,ankushsachdeva/emojicon,himamis/emojicon,70bdd3731ebfc12a973d4125f5c5598015d96a62,0,2,,,,,,
Android,ankushsachdeva/emojicon,dEn13L/emojicon,70bdd3731ebfc12a973d4125f5c5598015d96a62,0,2,,,,,,
Android,ankushsachdeva/emojicon,bliveinhack/emojicon,f9a991e37d69e6f46bf55acbd8c3ec3471fd9481,2,2,,,,,,
Android,hnvn/flutter_image_cropper,shingohu/flutter_image_cropper,79c687fc9caebaeeaa4a90d8817ee5efdace9a47,0,2,,,,,,
Android,hnvn/flutter_image_cropper,MiaYi/flutter_image_cropper,93c9c6dddabe818f9cb89f16ecb5c0952238d85a,8,2,,,,,,
Android,secure-software-engineering/FlowDroid,linghuiluo/FlowDroid,40738e281479e61a994b7d4a02496c3bf7c75bfc,238,2,,,,,,
Android,jacobrosenthal/react-native-ble,jmfirth/react-native-ble,da381b15e914a31a7ffcc7c008b912b73c5bbd12,10,2,,,,,,
Android,jacobrosenthal/react-native-ble,seanfuture/react-native-ble,8d9d8326e633e577494e3d53f2ead2e2c8038ccf,75,2,,,,,,
Android,jacobrosenthal/react-native-ble,pebblecode/react-native-ble,cfee51b62146f9f29123e2a4c1e3b450f16b637e,99,2,,,,,,
Android,yanzhenjie/NoHttp,laishidejiyi/NoHttp,d893d14bc90642355a9beb98c4b084b2e6ba8740,21,2,,,,,,
Android,yanzhenjie/NoHttp,YK1007/NoHttp,b732749b35acbc80e1353b4c181ad297aab8e7ba,70,2,,,,,,
Android,dsandler/markers,thuanbk2010/markers,ffdf8e26dac48d08bf45b8283f38d8ea428df424,0,2,,,,,,
Android,dsandler/markers,geopaparazzi/markers,7ba9b6a1c5901f1d2beee52f921a38b78278f27d,48,2,,,,,,
Android,getsentry/sentry-java,d0tplist/sentry-java,7291a61d0f01dbd5508c08dc8496c34b7dc96320,76,2,,,,,,
Android,getsentry/sentry-java,amitjoy/sentry-java,fbd8b5d6cf99f5fb6787500190f5dca0d3295207,288,2,,,,,,
Android,getsentry/sentry-java,Syhids/sentry-java,9c156c667ee73d040122bef0b20cbf12571aca7a,289,2,,,,,,
Android,getsentry/sentry-java,vgarmash/raven-java,cef220bdf354787873cbc699bf0b45b4ef69ba79,504,2,,,,,,
Android,getsentry/sentry-java,patrickfav/raven-java,4c04233353b9537a235ec1883280dd233f86556a,241,2,,,,,,
Android,getsentry/sentry-java,barogi/raven-java,ae4dd804557a4c5a1b31750bd651177b8f9653c2,622,2,,,,,,
Android,getsentry/sentry-java,exell-christopher/raven-java,362cba859d2bcd53eab152e48307dfdf0387af93,746,2,,,,,,
Android,getsentry/sentry-java,reki2000/raven-java6,b4827e328c979c39421effd03c25b09f78e273c5,841,2,,,,,,
Android,getsentry/sentry-java,testvidya11/raven-java,210dbe9bebf554dce0f92ad4b6eee74d781ea07b,1204,2,,,,,,
Android,getsentry/sentry-java,vvasabi/raven-java,46251e591d32b7c8075fc1a24cbf48deaceb65d7,2086,2,,,,,,
Android,cachapa/ExpandableLayout,wenmin92/ExpandableLayout,bcb68e6350df4f41ee61ce5d11c631d5812b2028,0,2,,,,,,
Android,koral--/android-gif-drawable,bluepeople1/android-gif-drawable,a7dc3ac42f15e46bfa031fdd38828ef8e68a387b,461,2,,,,,,
Android,koral--/android-gif-drawable,gaoshunsheng/android-gif-drawable,69a0d231ec30e9734825a51f43afab5f40620dfa,898,2,,,,,,
Android,koral--/android-gif-drawable,SpecialCyCi/android-gif-drawable,ce769a0a8c6e5fbcb1dc99966c9f3e66b67a9d5a,920,2,,,,,,
Android,easymock/easymock,juherr/easymock,706fcca7dc834cfe998d7d69ba4a00c170ccec8d,154,2,,,,,,
Android,easymock/easymock,xdrop/easymock,eea0f430ad35adb014da301c9469522556beba20,203,2,,,,,,
Android,fornana/swipeitemlayout,wangxue/swipeitemlayout,5ad0b352ee895480b92af4264498033fdc70a0d3,0,2,,,,,,
Android,vector-im/riot-android,pengjinning/riot-android,0be745a9df420c21cc3d9867d0f6a29d313d0263,2925,2,,,,,,
Android,vector-im/riot-android,keithzg/riot-android,5bdd9c4011b3b487b41e68485cb9ce2b0c845981,3757,2,,,,,,
Android,vector-im/riot-android,suzp1984/vector-android,d20f5b257565e0de67d634e1d457a41703a7d212,5629,2,,,,,,
Android,vector-im/riot-android,f1egmatik/vector-android,6e2af550a949b44b80911e22f94e2dabed6a0753,5805,2,,,,,,
Android,dlazaro66/QRCodeReaderView,fredyk/QRCodeReaderView,7793067609ca877cc98fb55b379a059fdbe1d625,0,2,,,,,,
Android,dlazaro66/QRCodeReaderView,wetickets/QRCodeReaderView,7793067609ca877cc98fb55b379a059fdbe1d625,0,2,,,,,,
Android,dlazaro66/QRCodeReaderView,Guang1234567/QRCodeReaderView,fe752108cbefd74ca52fc9774c922efc626f4e18,1,2,,,,,,
Android,dlazaro66/QRCodeReaderView,LiangShuhua123/QRCodeReaderView,fe752108cbefd74ca52fc9774c922efc626f4e18,1,2,,,,,,
Android,dlazaro66/QRCodeReaderView,loctra/QRCodeReaderView,fe752108cbefd74ca52fc9774c922efc626f4e18,1,2,,,,,,
Android,dlazaro66/QRCodeReaderView,FancyPixel/QRCodeReaderView,fe752108cbefd74ca52fc9774c922efc626f4e18,1,2,,,,,,
Android,dlazaro66/QRCodeReaderView,sadiq81/QRCodeReaderView,d39ea2d50599e936452f0f835537ec7b1a851668,9,2,,,,,,
Android,iamMehedi/Secured-Preference-Store,EdgarJan/Secured-Preference-Store,02d71303e81d03b58e7b097c4988e257f84da080,0,2,,,,,,
Android,iamMehedi/Secured-Preference-Store,airmap/Secured-Preference-Store,40841fb877fa61c8d6d8443490eea206ebc6420e,40,2,,,,,,
Android,chariotsolutions/phonegap-nfc,simplifier-ag/phonegap-nfc,aa92afca3686dff038d71d2ecb270c62e07c4bcb,0,2,,,,,,
Android,chariotsolutions/phonegap-nfc,kas84/phonegap-nfc,aa92afca3686dff038d71d2ecb270c62e07c4bcb,0,2,,,,,,
Android,chariotsolutions/phonegap-nfc,HannesHentzschel/phonegap-nfc,aa92afca3686dff038d71d2ecb270c62e07c4bcb,0,2,,,,,,
Android,chariotsolutions/phonegap-nfc,jamesanglin/phonegap-nfc,fdba79f489f195c0ff8d8b4e98b2ecb8cb97e8c4,41,2,,,,,,
Android,chariotsolutions/phonegap-nfc,macio-gmbh/phonegap-nfc,c300bac88b5c2e276067bd435e9e807aa276e25c,54,2,,,,,,
Android,chariotsolutions/phonegap-nfc,Lughino/phonegap-nfc,7e1c24fc0f617c8b0866bfab63924908fbdefad0,56,2,,,,,,
Android,chariotsolutions/phonegap-nfc,tblanchard/phonegap-nfc,ccd39de398861f83d9f4cc8fa05ffa5ce4ddaaf3,61,2,,,,,,
Android,chariotsolutions/phonegap-nfc,OutSystems/phonegap-nfc,ccd39de398861f83d9f4cc8fa05ffa5ce4ddaaf3,61,2,,,,,,
Android,chariotsolutions/phonegap-nfc,raytracer/phonegap-nfc,07156ff5b8366bf0997d004dfe22d2337e58a689,155,2,,,,,,
Android,Cleveroad/FireworkyPullToRefresh,moonfish11/FireworkyPullToRefresh,5e2cf44b85c6dc1d2110b98e812c1c74f705c82c,0,2,,,,,,
Android,traex/RippleEffect,mhdr/RippleEffect,df5f9e4456eae8a8e98e2827a3c6f9e7185596e1,0,2,,,,,,
Android,traex/RippleEffect,Hitta/RippleEffect,df5f9e4456eae8a8e98e2827a3c6f9e7185596e1,0,2,,,,,,
Android,traex/RippleEffect,malangstudio/RippleEffect,3f4024443a9247b2a4877f389a894f7aedbce2d0,8,2,,,,,,
Android,dingjibang/GDX-RPG,strilchuk/GDX-RPG,5c1dc3fe1a21da15ad94d5d7f9eb291796793bed,5,2,,,,,,
Android,ihsanbal/Wiv,hnguyenworkstation/Wiv,52c119c8139330783b571740466b40adf7aae959,0,2,,,,,,
Android,florent37/ExpectAnim,LZGroup/ExpectAnim,d62527ba90092b08402c6684a9686c5b0aa030f6,41,2,,,,,,
Android,Catrobat/Catroid,Achilles-96/Catroid,a5be6e2d73d3f8b457785d3a8660fd5116168188,2924,2,,,,,,
Android,ksvc/KSYLive_Android,RadiateWSG/KSYLive_Android,160ba544b60793d318d83c444719d77b7ddf0a81,97,2,,,,,,
Android,makovkastar/FloatingActionButton,panzerfahrer/FloatingActionButton,75f733c40ab3a52b13726f6f1ac1238faa1ec6c3,16,2,,,,,,
Android,makovkastar/FloatingActionButton,andy4amol/FloatingActionButton,6936f04ed7fcebac1c70127b82a5c565b1f0f2a4,50,2,,,,,,
Android,makovkastar/FloatingActionButton,almozavr/FloatingActionButton,96b69f898fef29761da748df88d4c97a020bf746,62,2,,,,,,
Android,makovkastar/FloatingActionButton,eboudrant/FloatingActionButton,5853dbfaf167063b5fbca395f03de9dbbf8a8488,88,2,,,,,,
Android,makovkastar/FloatingActionButton,thiagolocatelli/FloatingActionButton,9448537d68a620c5f5fae832e48f4478626c2343,202,2,,,,,,
Android,vlonjatg/progress-activity,Berial/progress-activity,62b588cbb2e1956ec62a973d2e07fec03c00d440,8,2,,,,,,
Android,ragdroid/Dahaka,namphho/Dahaka,4a7d48d8ceb15622176c6b975211e7d2e8f1943b,0,2,,,,,,
Android,openid/AppAuth-Android,BlueFletch/AppAuth-Android,f12592517140ecfe91a411090601b4264ddb641f,0,2,,,,,,
Android,openid/AppAuth-Android,jtn-d/AppAuth-Android,f12592517140ecfe91a411090601b4264ddb641f,0,2,,,,,,
Android,openid/AppAuth-Android,Homely/AppAuth-Android,f12592517140ecfe91a411090601b4264ddb641f,0,2,,,,,,
Android,openid/AppAuth-Android,weshare-umigmbh/AppAuth-Android,f12592517140ecfe91a411090601b4264ddb641f,0,2,,,,,,
Android,openid/AppAuth-Android,lhwong/AppAuth-Android,7386114db46d7011ee8472308d233fd94e5a95cf,2,2,,,,,,
Android,openid/AppAuth-Android,projectrotini/AppAuth-Android,7386114db46d7011ee8472308d233fd94e5a95cf,2,2,,,,,,
Android,openid/AppAuth-Android,zdmc23/AppAuth-Android,7386114db46d7011ee8472308d233fd94e5a95cf,2,2,,,,,,
Android,openid/AppAuth-Android,anestos/AppAuth-Android,7386114db46d7011ee8472308d233fd94e5a95cf,2,2,,,,,,
Android,openid/AppAuth-Android,readdle/AppAuth-Android,7386114db46d7011ee8472308d233fd94e5a95cf,2,2,,,,,,
Android,openid/AppAuth-Android,GleasonTech/AppAuth-Android,7386114db46d7011ee8472308d233fd94e5a95cf,2,2,,,,,,
Android,openid/AppAuth-Android,Remicek/AppAuth-Android,7386114db46d7011ee8472308d233fd94e5a95cf,2,2,,,,,,
Android,openid/AppAuth-Android,vaughandroid/AppAuth-Android,fddab98931a4f256872ea4243ebbc1955cbdbd1f,27,2,,,,,,
Android,openid/AppAuth-Android,expensivecow/AppAuth-Android,fddab98931a4f256872ea4243ebbc1955cbdbd1f,27,2,,,,,,
Android,openid/AppAuth-Android,jlkurtz/AppAuth-Android,81a9a9e8ff6e70abad2356f86450830fd5422d7f,29,2,,,,,,
Android,openid/AppAuth-Android,ketola/AppAuth-Android,619e9b0f6d27fd393a8332ceb324d8d243082251,31,2,,,,,,
Android,openid/AppAuth-Android,keithcasey-okta/AppAuth-Android,c363e2fe0c4f4ece183e94c54eb4df4a00cf5d9c,52,2,,,,,,
Android,openid/AppAuth-Android,gaalvarez/AppAuth-Android,bf33daf9e8ad57639e685037fdcb7bebdcda8815,60,2,,,,,,
Android,openid/AppAuth-Android,Unit4/AppAuth-Android,0c1799f2ea9277af667f5cc64174e0ae002e95de,64,2,,,,,,
Android,openid/AppAuth-Android,ricalo/AppAuth-Android,ac8cfce1cbf30cc747f7b9c27d2abcc35b166d12,116,2,,,,,,
Android,openid/AppAuth-Android,unit73e/AppAuth-Android,8ef441df411711787f37b08306157125934687f1,159,2,,,,,,
Android,benniaobuguai/android-dynamic-action,Ruijiao/android-dynamic-action,4859ca071bbbcdc6bda6fe69479f6152ac3a5e00,8,2,,,,,,
Android,grantland/android-autofittextview,rayworks/android-autofittextview,5c565aa5c3ed62aaa31140440bb526e7435e7947,0,2,,,,,,
Android,grantland/android-autofittextview,konifar/android-autofittextview,5c565aa5c3ed62aaa31140440bb526e7435e7947,0,2,,,,,,
Android,grantland/android-autofittextview,jfsso/android-autofittextview,5c565aa5c3ed62aaa31140440bb526e7435e7947,0,2,,,,,,
Android,grantland/android-autofittextview,captain-miao/android-autofittextview,5c565aa5c3ed62aaa31140440bb526e7435e7947,0,2,,,,,,
Android,grantland/android-autofittextview,riclage/android-autofittextview,5c565aa5c3ed62aaa31140440bb526e7435e7947,0,2,,,,,,
Android,grantland/android-autofittextview,codlab/android-autofittextview,be10eb4954f4e29eb30e371a3bca81c9cc6aa7b4,2,2,,,,,,
Android,grantland/android-autofittextview,perrystreetsoftware/android-autofittextview,2403d3683546e7270a3181b72560945f9c8e288d,4,2,,,,,,
Android,grantland/android-autofittextview,OrangeGangsters/android-autofittextview,4357c02a9ad0ee4a233b39a7d0ed66b928112c4a,15,2,,,,,,
Android,grantland/android-autofittextview,diegothinkr/android-autofittextview,436eafb4049a95687b08d1c22676ba24a57f534e,29,2,,,,,,
Android,tekinarslan/AndroidMaterialDesignToolbar,yyxyz/AndroidMaterialDesignToolbar,21108b4638868e6c50b7dcaa1bf150381c3aba29,5,2,,,,,,
Android,Devlight/TintLayout,Fe-Ordan/TintLayout,edf200ceb4c7d7887354903e8f872becdb43f98f,1,2,,,,,,
Android,lessthanoptimal/BoofCV,yannickhildebrandt/BoofCV,b6b6356c8bb136c4205b32a571f90f638eabe101,1360,2,,,,,,
Android,kiwi-bop/flutter_crashlytics,abc873693/flutter_crashlytics,115c55c943b54d69ba734f070b3174f214d6b543,0,2,,,,,,
Android,skydoves/PowerMenu,victorlsn/PowerMenu,b59d616e5bb27da7236118caa5235c3f7a247491,86,2,,,,,,
Android,LaiFeng-Android/SopCastComponent,MaTriXy/SopCastComponent,a95bc36d8ddbae13207c4df8e7b0736ce9b745eb,0,2,,,,,,
Android,LaiFeng-Android/SopCastComponent,ItsFated/SopCastComponent,a95bc36d8ddbae13207c4df8e7b0736ce9b745eb,0,2,,,,,,
Android,aporter/coursera-android,ClockTikking/coursera-android,584d592dd4b11f313a938e063f33494925cf0b80,3,2,,,,,,
Android,aporter/coursera-android,E-FL/coursera-android,811b576804f566b1fbaa3c8be4e77116557d35a5,4,2,,,,,,
Android,aporter/coursera-android,AjitPS/coursera-android,584d592dd4b11f313a938e063f33494925cf0b80,3,2,,,,,,
Android,aporter/coursera-android,xzhang34/coursera-android,36da44b40109679babbbdcfc635b436765510fbe,8,2,,,,,,
Android,aporter/coursera-android,fancyhu/coursera-android,36da44b40109679babbbdcfc635b436765510fbe,8,2,,,,,,
Android,aporter/coursera-android,ElDombrovan/coursera-android,ba37b4ed594eff674dad1c51a1306aa49e98646e,14,2,,,,,,
Android,aporter/coursera-android,sumitsharma2207/coursera-android,77581bbc02aceba5acc8a7b9a0b6a9f192c53518,25,2,,,,,,
Android,aporter/coursera-android,alinamylka/coursera-android,77581bbc02aceba5acc8a7b9a0b6a9f192c53518,25,2,,,,,,
