Spring,spring-projects/spring-boot,39278
Android,square/retrofit,32771
Android,airbnb/lottie-android,25796
Spring,proxyee-down-org/proxyee-down,24317
Android,JakeWharton/butterknife,24052
Android,zxing/zxing,22855
Android,CymChad/BaseRecyclerViewAdapterHelper,17435
Android,square/picasso,16826
Android,nostra13/Android-Universal-Image-Loader,16506
Spring,ityouknow/spring-boot-examples,16468
Android,NationalSecurityAgency/ghidra,16092
Android,google/gson,15856
Android,libgdx/libgdx,15518
Android,chrisbanes/PhotoView,15454
Spring,eugenp/tutorials,15024
Spring,ctripcorp/apollo,14907
Android,Tencent/tinker,13827
Android,google/ExoPlayer,13322
Android,bazelbuild/bazel,12245
Android,hdodenhof/CircleImageView,11932
Android,signalapp/Signal-Android,11606
Android,react-native-community/lottie-react-native,11422
Android,orhanobut/logger,11296
Android,facebook/stetho,11179
Android,eclipse/deeplearning4j,10916
Android,androidannotations/androidannotations,10806
Android,realm/realm-java,10519
Android,CarGuo/GSYVideoPlayer,10468
Android,android-async-http/android-async-http,10449
Android,Curzibn/Luban,10192
Spring,JeffLi1993/springboot-learning-example,9747
Android,zhihu/Matisse,9665
Spring,redisson/redisson,9520
Android,wasabeef/recyclerview-animators,9251
Spring,alibaba/canal,9007
Android,Yalantis/uCrop,8798
Android,didi/DoraemonKit,8790
Android,YoKeyword/Fragmentation,8679
Android,tbruyelle/RxPermissions,8619
Spring,xuxueli/xxl-job,8610
Android,aosp-mirror/platform_frameworks_base,8586
Android,lingochamp/FileDownloader,8546
Android,umano/AndroidSlidingUpPanel,8529
Spring,forezp/SpringCloudLearning,8338
Android,Tencent/QMUI_Android,8311
Android,roughike/BottomBar,8260
Android,florent37/MaterialViewPager,7988
Spring,apache/incubator-shardingsphere,7983
Android,bilibili/DanmakuFlameMaster,7940
Android,HannahMitt/HomeMirror,7869
Android,wasabeef/glide-transformations,7852
Android,chrisbanes/cheesesquare,7730
Android,googlesamples/easypermissions,7531
Android,koral--/android-gif-drawable,7422
Android,laobie/StatusBarUtil,7406
Android,JessYanCoding/AndroidAutoSize,7396
Android,material-components/material-components-android,7370
Spring,alibaba/Sentinel,7357
Android,react-native-community/react-native-camera,7304
Android,android-hacker/VirtualXposed,7276
Spring,codecentric/spring-boot-admin,7275
Android,alibaba/atlas,7126
Android,lzyzsd/JsBridge,6741
Spring,alibaba/nacos,6667
Android,googlesamples/android-testing,6516
Android,hackware1993/MagicIndicator,6385
Spring,spring-cloud-incubator/spring-cloud-alibaba,6369
Android,LitePalFramework/LitePal,6361
Android,ybq/Android-SpinKit,6286
Android,APIJSON/APIJSON,6215
Android,koush/AndroidAsync,6176
Android,cats-oss/android-gpuimage,6166
Android,ogaclejapan/SmartTabLayout,6166
Android,amitshekhariitbhu/Android-Debug-Database,6164
Android,DroidPluginTeam/DroidPlugin,6109
Spring,apereo/cas,6109
Android,google/physical-web,6089
Android,grpc/grpc-java,6072
Android,leolin310148/ShortcutBadger,6016
Android,pedrovgs/EffectiveAndroidUI,5940
Android,TeamNewPipe/NewPipe,5933
Spring,halo-dev/halo,5898
Android,asLody/VirtualApp,5873
Android,Justson/AgentWeb,5823
Android,ikew0ng/SwipeBackLayout,5778
Android,rengwuxian/MaterialEditText,5761
Android,naman14/Timber,5756
Android,antoniolg/androidmvp,5756
Android,google/android-classyshark,5700
Spring,springside/springside4,5676
Android,JakeWharton/u2020,5631
Android,airbnb/epoxy,5566
Android,daimajia/NumberProgressBar,5543
Android,vinc3m1/RoundedImageView,5526
Spring,baomidou/mybatis-plus,5473
Android,amlcurran/ShowcaseView,5471
Android,google/j2objc,5464
Android,react-native-community/react-native-image-picker,5383
Android,GrenderG/Toasty,5333
Android,lucasr/twoway-view,5311
Spring,Activiti/Activiti,5287
Android,jgilfelt/SystemBarTint,5284
