framework,projeto,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,?,numberOfJavaFiles
Android,couchbaselabs/TouchDB-Android,102,101,112,63,1235,159,967,88,0,0,0,0,148,76,85,780,0,797,727,207,803,0,31,17,30,725,0,16472,2615,11725,3777,7807,2473,0,0,0,6870,8855,3565,5290,0,0,0,0,0,305,304,369,156,0,0,105,0,0,0,13,1190,1886,1879,2055,1118,74
Android,android-notes/auto-scroll-capture,7,7,7,7,62,2,53,4,0,0,0,0,25,0,0,46,0,46,46,16,46,0,0,12,5,29,0,572,89,432,152,250,57,0,0,0,244,309,172,137,0,0,0,0,0,12,12,13,7,0,0,3,0,0,0,0,135,56,56,57,46,7
Android,google/ExoPlayer,1249,1184,1415,867,9355,138,7326,1854,0,0,0,0,1642,1280,3047,10826,0,11611,10116,5359,11396,0,927,2225,578,7666,0,215719,21143,142402,56635,80697,57530,0,0,0,69065,90479,43433,47046,0,0,0,0,0,4380,3888,5203,2152,0,0,1277,0,0,0,511,36323,22014,20915,24832,13398,880
Android,songixan/SmileRefresh,8,7,8,6,45,1,38,3,0,0,0,0,24,11,37,151,0,153,142,70,153,0,10,29,6,108,0,2040,307,1385,485,781,366,0,0,0,707,973,446,527,0,0,0,0,0,32,27,37,24,0,0,11,0,0,0,0,92,265,256,299,193,6
Android,xiongwei-git/GankApp,29,29,31,27,163,2,143,9,0,0,0,0,60,23,35,347,0,353,332,158,355,0,12,58,19,266,0,4506,687,3018,1257,1472,806,0,0,0,1593,2160,1103,1057,0,0,0,0,0,79,73,89,47,0,0,34,0,0,0,4,618,528,516,557,376,28
Android,wala/WALA,2907,2824,3082,2028,16291,515,13959,1315,0,0,0,0,3230,2321,2723,18880,0,20206,17758,4313,20079,0,1261,1995,1816,15007,0,306029,36217,202055,80268,105185,68831,0,0,0,91685,131795,67548,64247,0,0,0,0,0,8775,7773,9465,4693,0,0,2809,0,0,0,1529,70012,38050,36501,40247,24104,1964
Android,ZieIony/RandomData,49,49,52,40,152,0,147,2,0,0,0,0,53,0,10,214,0,217,189,128,189,0,14,15,30,130,0,2128,345,1769,1009,854,14,0,0,0,811,1121,680,441,0,0,0,0,0,122,122,144,47,0,0,31,0,0,0,0,25,327,327,354,226,50
Android,BCsl/CursorWheelLayout,13,13,13,12,66,0,63,2,0,0,0,0,24,1,36,109,0,115,114,83,115,0,5,22,17,71,0,1988,281,1331,525,759,378,0,0,0,818,1029,479,550,0,0,0,0,0,37,35,41,21,0,0,7,0,0,0,0,332,211,202,228,131,12
Android,MindorksOpenSource/CrashReporter,25,25,27,21,147,9,121,11,0,0,0,0,34,32,13,109,0,110,78,17,110,0,2,22,3,83,0,1395,261,1011,465,458,124,0,0,0,537,723,435,288,0,0,0,0,0,54,54,57,32,0,0,20,0,0,0,2,435,166,166,173,120,22
Android,novoda/sqlite-provider,94,92,97,83,484,16,440,11,0,0,0,0,132,71,104,577,0,625,564,147,635,0,52,115,57,411,0,6062,1266,4627,2194,2009,201,0,0,0,2456,3358,1969,1389,0,0,0,0,0,198,187,210,107,0,0,67,0,0,0,1,383,789,778,812,604,94
Android,xiewenfeng/statusbartextcolorchange,18,18,18,15,101,1,83,17,0,0,0,0,20,11,8,86,0,85,74,28,85,0,0,15,12,58,0,1148,166,797,360,368,199,0,0,0,458,594,334,260,0,0,0,0,0,34,31,36,15,0,0,12,0,0,0,0,428,128,125,132,86,15
Android,nickrussler/Android-Wifi-Hotspot-Manager-Class,9,9,9,7,56,4,42,8,0,0,0,0,11,0,2,35,0,34,36,14,36,0,0,4,1,31,0,584,83,328,137,158,174,0,0,0,185,247,132,115,0,0,0,0,0,19,17,23,7,0,0,4,0,0,0,6,413,58,56,63,35,8
Android,googleapis/google-http-java-client,296,288,313,246,2207,22,1592,525,0,0,0,0,557,223,328,2336,0,2421,2222,800,2445,0,127,138,54,2126,0,42763,4356,23541,9962,12566,15093,0,0,0,12309,16236,8412,7824,0,0,0,0,0,862,792,991,418,0,0,252,0,0,0,774,10915,3579,3498,3827,2606,290
Android,hitherejoe/Constraints,33,33,33,30,194,7,177,6,0,0,0,0,64,22,12,158,0,184,162,81,184,0,36,8,7,133,0,2053,412,1542,848,548,99,0,0,0,896,1124,741,383,0,0,0,0,0,49,49,49,30,0,0,13,0,0,0,1,502,186,186,187,158,42
Android,aurelhubert/ahbottomnavigation,17,17,19,15,124,4,88,22,0,0,0,0,47,19,9,246,0,249,232,110,251,0,2,20,8,221,0,3504,480,2361,783,1383,668,0,0,0,1226,1684,748,936,0,0,0,0,0,65,65,78,28,0,0,22,0,0,0,1,340,464,464,522,268,14
Android,ant-media/LiveVideoBroadcaster,65,62,67,37,456,22,334,83,0,0,0,0,71,33,136,386,0,409,380,218,413,0,24,60,24,305,0,7440,1053,4930,1708,2823,1525,0,0,0,2580,3415,1517,1898,0,0,0,0,0,220,182,229,83,0,0,68,0,0,0,7,1265,855,795,899,470,37
Android,yueyueniao2012/ExpandTabView,9,9,10,6,56,3,49,2,0,0,0,0,33,0,41,63,0,70,70,53,70,0,0,13,1,56,0,950,157,729,281,393,70,0,0,0,425,566,288,278,0,0,0,0,0,31,31,33,21,0,0,11,0,0,0,1,107,118,118,131,78,9
Android,qstumn/RadarChart,15,14,15,11,72,1,71,0,0,0,0,0,15,5,8,131,0,129,126,59,131,0,0,22,4,105,0,1355,182,1115,386,615,58,0,0,0,651,872,383,489,0,0,0,0,0,38,34,38,18,0,0,13,0,0,0,0,185,218,209,230,139,10
Android,jesse01/WebViewJavascriptBridge,3,3,3,2,21,1,19,0,0,0,0,0,26,0,16,38,0,41,41,15,41,0,1,7,1,32,0,513,77,424,140,246,13,0,0,0,194,286,138,148,0,0,0,0,0,10,10,10,2,0,0,3,0,0,0,0,57,78,78,85,38,4
Android,PanicInitiative/PanicButton,164,158,173,107,1147,103,914,80,0,0,0,0,176,131,182,782,0,775,652,482,783,0,26,77,47,633,0,12603,2310,9070,3984,4849,1299,0,0,0,5632,7121,3753,3368,0,0,0,0,0,480,447,518,162,0,0,151,0,0,0,2,1050,1425,1378,1510,858,105
Android,KingJA/LoadSir,48,48,48,43,285,6,260,14,0,0,0,0,71,8,7,185,0,197,189,65,197,0,14,11,60,112,0,2406,419,1660,828,640,327,0,0,0,911,1196,759,437,0,0,0,0,0,83,82,85,47,0,0,20,0,0,0,2,1124,237,236,239,190,44
Android,fashare2015/ActivityTracker,10,10,10,8,56,2,49,2,0,0,0,0,10,2,7,27,0,27,25,14,27,0,0,3,4,20,0,391,64,305,131,143,22,0,0,0,158,210,115,95,0,0,0,0,0,18,17,18,9,0,0,8,0,0,0,0,122,46,45,48,29,7
Android,HomHomLin/FrescoImageView,15,15,15,14,84,0,79,4,0,0,0,0,25,7,6,177,0,221,214,62,221,0,9,24,7,181,0,1991,357,1268,543,557,378,0,0,0,610,868,465,403,0,0,0,0,0,47,42,52,23,0,0,13,0,0,0,5,452,246,241,257,190,17
Android,SpinyTech/ModularizationArchitecture,64,64,66,53,333,5,319,6,0,0,0,0,88,16,37,216,0,222,206,66,222,0,6,16,14,186,0,3076,428,2447,912,1299,205,0,0,0,1200,1664,856,808,0,0,0,0,0,113,113,118,70,0,0,42,0,0,0,1,1233,402,402,424,260,53
Android,LuckyJayce/GuideHelper,7,7,7,4,47,3,40,3,0,0,0,0,13,11,4,48,0,48,37,24,48,0,0,3,2,43,0,787,109,597,186,368,81,0,0,0,343,455,189,266,0,0,0,0,0,47,39,50,10,0,0,7,0,0,0,0,55,110,102,119,58,4
Android,ccj659/PopsTabView,46,41,48,34,318,26,224,58,0,0,0,0,64,2,11,293,0,317,317,120,319,0,17,16,8,278,0,4126,1008,2480,1097,1063,708,0,0,0,1395,1871,1025,846,0,0,0,0,0,90,85,98,38,0,0,42,0,0,0,16,1479,424,420,443,297,48
Android,DroidPluginTeam/DroidPlugin,319,313,361,209,1787,17,1428,295,0,0,0,0,786,274,290,1447,0,1484,1210,169,1484,0,89,177,229,989,0,28002,3499,18175,6370,9456,6377,0,0,0,8355,12824,6068,6756,0,0,0,0,0,897,860,1062,453,0,0,322,0,0,0,67,6644,3648,3591,4169,2202,186
Android,ongakuer/ViewPagerHeaderScrollDemo,18,17,20,13,101,8,86,3,0,0,0,0,20,4,10,76,0,87,83,51,87,0,7,10,4,66,0,1302,238,913,382,469,160,0,0,0,505,670,356,314,0,0,0,0,0,52,48,57,24,0,0,18,0,0,0,5,122,160,150,178,95,13
Android,sacot41/SCViewPager,11,11,11,10,99,7,82,6,0,0,0,0,14,2,1,38,0,39,37,25,39,0,0,1,1,37,0,610,127,436,189,232,49,0,0,0,300,370,195,175,0,0,0,0,0,24,24,24,10,0,0,8,0,0,0,0,253,58,58,58,38,11
Android,mynerdd/Android-LockScreenSample-DisableHomeButtonKey,17,17,17,12,87,2,80,1,0,0,0,0,23,8,10,81,0,79,73,46,81,0,0,26,8,47,0,1071,178,870,308,475,29,0,0,0,452,615,297,318,0,0,0,0,0,40,38,41,16,0,0,20,0,0,0,0,101,154,151,162,85,12
Android,android-async-http/android-async-http,112,109,123,78,734,19,589,94,0,0,0,0,153,34,153,815,0,885,851,157,885,0,64,47,58,716,0,12647,1813,7388,2789,3827,3470,0,0,0,3576,5098,2540,2558,0,0,0,0,0,355,338,393,140,0,0,135,0,0,0,81,2213,1465,1425,1563,898,83
Android,thewca/tnoodle,465,449,495,241,2729,120,2249,289,0,0,0,0,287,382,819,2030,0,2229,1855,746,2237,0,198,254,130,1655,0,38118,4563,28268,9599,17959,5614,0,0,0,16791,22218,9684,12534,0,0,0,0,0,1591,1488,1761,689,0,0,448,0,0,0,52,4862,5553,5294,5919,2882,227
Android,Janseon/CardMenuView,16,16,16,16,135,0,86,40,0,0,0,0,28,15,4,149,0,150,135,43,150,0,4,21,40,85,0,1975,233,1244,485,626,499,0,0,0,693,943,464,479,0,0,0,0,0,44,43,45,26,0,0,13,0,0,0,3,465,231,227,234,167,15
Android,boxme/SquareCamera,16,16,17,13,110,8,91,4,0,0,0,0,28,14,27,121,0,121,107,34,121,0,0,35,10,76,0,1710,319,1273,481,721,121,0,0,0,697,927,453,474,0,0,0,0,0,42,40,52,27,0,0,16,0,0,0,0,163,226,220,243,137,13
Android,Nightonke/GithubWidget,114,88,116,42,650,48,567,16,0,0,0,0,54,106,61,277,0,269,173,193,279,0,7,26,23,223,0,7224,858,5731,1720,4179,656,0,0,0,2937,3675,1428,2247,0,0,0,0,0,306,234,322,83,0,0,74,0,0,0,0,417,864,713,898,362,37
Android,ShkurtiA/AndroidPullMenu,25,24,27,20,142,4,112,18,0,0,0,0,46,21,36,248,0,257,236,101,257,0,45,36,21,155,0,3552,602,2344,820,1261,626,0,0,0,1203,1709,780,929,0,0,0,0,0,74,68,86,33,0,0,25,0,0,0,21,548,486,473,534,274,25
Android,mkuklis/phonegap-websocket,53,52,59,35,265,7,216,36,0,0,0,0,62,47,66,402,0,482,445,129,492,0,0,47,13,432,0,7381,1038,4706,1768,2590,1991,0,0,0,2396,3339,1454,1885,0,0,0,0,0,194,194,221,112,0,0,65,0,0,0,8,737,937,930,1018,536,46
Android,AppLozic/Applozic-Android-SDK,555,551,639,319,3043,155,2618,175,0,0,0,0,819,338,975,4666,0,4800,4514,2358,4852,0,228,190,220,4214,0,63947,9431,50465,17105,28473,4186,0,0,0,26243,36411,16317,20094,0,0,0,0,0,1937,1908,2366,752,0,0,546,0,0,0,3,4361,10026,9941,11565,5596,322
Android,omadahealth/SwipyRefreshLayout,11,10,11,9,106,4,86,12,0,0,0,0,34,1,48,156,0,155,156,88,157,0,2,28,8,119,0,2389,296,1663,541,1015,440,0,0,0,892,1175,507,668,0,0,0,0,0,52,41,62,26,0,0,11,0,0,0,0,211,298,275,332,203,9
Android,googlesamples/android-RevealEffectBasic,11,10,11,9,83,5,51,23,0,0,0,0,13,18,11,57,0,58,40,8,58,0,0,1,4,53,0,958,122,408,175,191,428,0,0,0,208,288,160,128,0,0,0,0,0,24,19,24,9,0,0,7,0,0,0,13,458,76,71,76,57,10
Android,LitePalFramework/LitePal,193,185,210,140,1533,4,1117,386,0,0,0,0,199,221,88,1112,0,1130,909,263,1130,0,44,175,118,793,0,22889,2039,12119,4198,7091,8736,0,0,0,6878,9222,4004,5218,0,0,0,0,0,436,421,490,238,0,0,183,0,0,0,118,4416,2073,2056,2220,1326,127
Android,googlesamples/android-RecyclerView,11,10,11,9,80,5,50,22,0,0,0,0,17,18,15,66,0,65,49,17,67,0,0,2,3,62,0,1084,144,483,200,232,457,0,0,0,251,344,184,160,0,0,0,0,0,27,21,27,9,0,0,8,0,0,0,12,513,90,84,90,66,10
Android,h6ah4i/android-tablayouthelper,7,7,8,7,42,2,37,1,0,0,0,0,19,6,7,75,0,75,69,22,75,0,0,8,21,46,0,999,157,659,221,353,200,0,0,0,318,449,214,235,0,0,0,0,0,17,17,17,7,0,0,6,0,0,0,4,214,123,123,129,75,7
Android,JumeiRdGroup/Android-PLog,64,61,74,33,442,20,291,118,0,0,0,0,57,50,48,220,0,235,185,81,235,0,41,41,5,148,0,4430,548,2582,994,1357,1308,0,0,0,1217,1670,860,810,0,0,0,0,0,157,139,180,52,0,0,48,0,0,0,60,1523,434,409,485,263,37
Android,LRH1993/AutoFlowLayout,17,12,17,12,110,3,102,4,0,0,0,0,21,0,1,70,0,73,73,49,73,0,2,7,10,54,0,1298,113,884,320,507,304,0,0,0,524,670,313,357,0,0,0,0,0,35,26,35,23,0,0,10,0,0,0,0,369,151,142,153,90,12
Android,xmuSistone/AlipayPullRefresh,17,17,17,13,100,3,79,12,0,0,0,0,30,5,23,154,0,157,154,80,159,0,6,24,6,123,0,2024,283,1435,564,792,307,0,0,0,796,1069,526,543,0,0,0,0,0,47,47,49,23,0,0,20,0,0,0,0,354,258,258,268,164,13
Android,phimpme/phimpme-android-v1,183,181,199,99,1217,73,972,160,0,0,0,0,169,136,308,896,0,917,783,345,919,0,30,79,48,762,0,19051,2586,12431,4580,7935,4722,0,0,0,6660,8813,3764,5049,0,0,0,0,0,499,488,552,257,0,0,154,0,0,0,13,1738,2094,2072,2214,1162,85
Android,Etar-Group/Etar-Calendar,257,245,283,128,1820,82,1433,235,0,0,0,0,360,273,1216,2058,0,2082,1813,1539,2086,0,92,399,207,1388,0,50945,5574,36881,12399,24380,8987,0,0,0,21285,27328,11122,16206,0,0,0,0,0,1209,1137,1394,512,0,0,295,0,0,0,16,3653,6048,5849,6822,2936,116
Android,frapontillo/ImageViewEx,36,35,40,18,338,36,222,79,0,0,0,0,29,38,34,170,0,167,135,57,173,0,1,25,15,132,0,3147,420,1704,632,887,1034,0,0,0,885,1222,566,656,0,0,0,0,0,63,61,75,21,0,0,23,0,0,0,3,742,328,317,357,175,16
Android,goo4it/MediaPlayer,13,12,15,10,75,1,71,2,0,0,0,0,19,2,2,53,0,53,51,42,53,0,0,6,7,40,0,786,89,642,269,338,55,0,0,0,395,498,244,254,0,0,0,0,0,39,37,46,20,0,0,8,0,0,0,0,138,97,93,105,67,9
Android,crazysunj/CardSlideView,18,18,19,13,96,1,88,3,0,0,0,0,19,1,12,63,0,64,62,25,63,0,7,6,3,47,0,1055,132,711,357,375,272,0,0,0,357,474,274,200,0,0,0,0,0,28,28,29,15,0,0,10,0,0,0,3,530,108,108,112,65,14
Android,dinuscxj/PullZoomRecyclerView,11,9,12,9,58,1,51,1,0,0,0,0,30,2,8,92,0,104,102,37,104,0,5,14,18,67,0,1005,187,772,303,355,46,0,0,0,373,533,271,262,0,0,0,0,0,26,22,31,20,0,0,11,0,0,0,0,114,148,141,170,118,9
Android,payatu/diva-android,28,27,28,20,208,12,177,12,0,0,0,0,22,0,14,49,0,51,51,5,51,0,0,1,17,33,0,1538,143,755,372,351,642,0,0,0,445,555,338,217,0,0,0,0,0,52,51,55,20,0,0,18,0,0,0,14,976,95,91,98,49,21
Android,LiveTyping/u2020-mvp,115,113,116,103,564,8,506,20,0,0,0,0,194,55,60,635,0,673,570,285,625,0,113,68,60,384,0,7583,1297,5799,2897,2289,539,0,0,0,3075,4066,2517,1549,0,0,0,0,0,241,228,251,142,0,0,81,0,0,0,6,1052,903,880,921,675,136
Android,niniloveyou/StateButton,3,3,4,3,24,1,19,2,0,0,0,0,4,1,0,73,0,73,72,61,73,0,0,5,1,67,0,663,134,481,172,252,48,0,0,0,312,395,171,224,0,0,0,0,0,7,7,8,3,0,0,2,0,0,0,0,38,79,79,81,73,3
Android,thyrlian/ScreenshotsNanny,26,26,26,23,162,1,158,2,0,0,0,0,53,48,17,166,0,169,121,55,169,0,5,25,10,129,0,1465,242,1199,521,534,25,0,0,0,636,875,532,343,0,0,0,0,0,49,49,52,28,0,0,17,0,0,0,2,25,210,210,214,171,28
Android,johnnylambada/WorldMap,9,9,10,5,63,3,51,5,0,0,0,0,14,0,12,89,0,90,94,57,94,0,21,1,12,60,0,1314,142,932,313,571,251,0,0,0,469,680,281,399,0,0,0,0,0,42,42,47,17,0,0,15,0,0,0,0,109,185,177,193,106,5
Android,MiEcosystem/NewXmPluginSDK,221,187,226,156,1324,47,1126,101,0,0,0,0,619,82,473,1891,0,2442,2370,889,2452,0,177,160,63,2052,0,31334,4470,19842,6907,11179,7113,0,0,0,10112,13842,6561,7281,0,0,0,0,0,627,537,705,344,0,0,202,0,0,0,63,3467,3648,3467,3900,2296,176
Android,auth0/react-native-lock,27,24,27,17,160,4,140,11,0,0,0,0,27,5,39,141,0,142,137,36,142,0,3,20,4,115,0,2300,345,1479,682,745,477,0,0,0,878,1110,604,506,0,0,0,0,0,70,62,74,26,0,0,17,0,0,0,6,638,227,214,233,153,18
Spring,fengzhizi715/ProxyPool,101,101,122,58,568,50,481,51,0,0,0,0,66,15,23,145,0,160,147,89,162,0,20,8,0,134,0,2967,564,2164,1225,890,298,0,0,0,1283,1625,1094,531,0,0,0,0,0,132,132,155,70,0,0,63,0,0,0,0,992,279,279,310,175,57
Spring,fabric8io/fabric8-maven-plugin,520,518,554,383,3287,233,2784,148,0,0,0,0,777,358,199,2788,0,2736,2409,1070,2767,0,72,579,254,1862,0,46862,6720,31354,13259,16810,8856,0,0,0,16410,22044,11999,10045,0,0,0,0,0,1288,1275,1428,753,0,0,482,0,0,0,153,13957,5309,5285,5669,3582,363
Spring,henryyan/activiti-in-action-codes,1053,1051,1073,692,10199,1006,7329,1777,0,0,0,0,697,150,480,2669,0,2700,2550,1097,2700,0,31,132,52,2485,0,57496,9791,37550,20541,18499,10355,0,0,0,24313,29584,17734,11850,0,0,0,0,0,1514,1510,1596,746,0,0,540,0,0,0,27,21648,4221,4217,4370,2774,687
Spring,pnoker/iot-dc3,52,51,52,43,264,3,223,40,0,0,0,0,70,24,9,92,0,103,80,79,104,0,14,1,1,88,0,2535,283,1240,804,343,1017,0,0,0,679,867,654,213,0,0,0,0,0,69,66,70,46,0,0,18,0,0,0,35,3013,124,121,127,96,66
Spring,CamelCookbook/camel-cookbook-examples,601,601,605,554,5735,729,4703,221,0,0,0,0,613,21,56,1376,0,1377,1352,306,1373,0,1,22,318,1032,0,32748,5418,17493,8462,8708,10039,0,0,0,10143,12304,7181,5123,0,0,0,0,0,746,744,757,583,0,0,135,0,0,0,175,26958,1640,1638,1651,1417,543
Spring,domeos/server,701,689,764,530,2907,53,2742,60,0,0,0,0,684,192,266,5028,0,6044,5944,2111,6136,0,1158,265,33,4680,0,58789,9002,44879,19447,20033,5037,0,0,0,21885,31305,16443,14862,0,0,0,0,0,1716,1663,1969,1047,0,0,505,0,0,0,84,9768,8630,8496,9308,6062,597
Spring,sofastack/sofa-lookout,623,614,658,486,3573,105,3114,243,0,0,0,0,742,191,294,2729,0,2870,2672,991,2863,0,312,246,97,2208,0,44829,5311,25718,11602,12354,13934,0,0,0,13546,18508,10456,8052,0,0,0,0,0,1302,1239,1411,763,0,0,449,0,0,0,453,24127,4493,4372,4759,3224,531
Spring,jhipster/jhipster-registry,86,86,89,73,551,20,466,42,0,0,0,0,82,13,34,310,0,316,283,122,296,0,15,34,3,244,0,4778,836,3531,1849,1522,447,0,0,0,2025,2505,1572,933,0,0,0,0,0,145,145,154,95,0,0,52,0,0,0,22,804,420,420,439,337,82
Spring,rajithd/spring-boot-oauth2,21,21,22,15,99,15,82,1,0,0,0,0,20,1,6,47,0,49,50,23,51,0,4,0,1,46,0,666,159,501,318,130,9,0,0,0,224,302,230,72,0,0,0,0,0,27,27,30,21,0,0,5,0,0,0,0,34,59,59,62,53,17
Spring,Percy0601/boot-dubbo,38,38,38,30,196,5,168,21,0,0,0,0,40,12,1,56,0,60,48,21,60,0,4,0,2,54,0,1172,204,700,455,146,268,0,0,0,364,470,364,106,0,0,0,0,0,39,39,39,30,0,0,9,0,0,0,139,712,65,65,65,56,50
Spring,hatunet/spring-data-mybatis,100,98,109,82,597,44,470,48,0,0,0,0,159,22,77,745,0,891,785,228,807,0,170,60,100,477,0,11271,2418,7417,3515,3282,1480,0,0,0,3584,4718,2714,2004,0,0,0,0,0,282,267,320,134,0,0,81,0,0,0,22,1607,1198,1161,1291,842,116
Spring,system-sekkei/isolating-the-domain,103,103,104,103,414,15,374,18,0,0,0,0,108,17,4,499,0,527,486,193,503,0,122,9,0,372,0,4453,859,3139,1815,868,455,0,0,0,1555,2158,1507,651,0,0,0,0,0,133,133,136,112,0,0,24,0,0,0,100,1708,553,553,558,523,137
Spring,hawtio/hawtio,337,337,366,216,1812,74,1550,124,0,0,0,0,338,178,188,1502,0,1565,1316,437,1494,0,69,104,208,1113,0,21384,3153,15860,6565,8011,2507,0,0,0,7966,11166,5915,5251,0,0,0,0,0,787,785,882,418,0,0,322,0,0,0,49,3293,2870,2864,3085,1878,210
Spring,pkainulainen/gradle-examples,26,26,26,26,104,6,98,0,0,0,0,0,27,7,10,41,0,41,34,11,41,0,0,1,0,40,0,586,125,383,256,83,78,0,0,0,194,262,214,48,0,0,0,0,0,26,26,26,26,0,0,0,0,0,0,0,707,41,41,41,41,26
Spring,jigsaw-projects/jigsaw-payment,197,182,210,140,1207,27,977,151,0,0,0,0,378,789,694,4160,0,4543,3802,891,4591,0,439,350,146,3656,0,59930,4213,39654,13048,21764,16144,0,0,0,17463,25151,9328,15823,0,0,0,0,0,876,642,1156,291,0,0,205,0,0,0,131,6096,8182,7532,8754,4564,169
Spring,hemin1003/yfax-parent,521,480,573,344,3179,133,2525,527,0,0,0,0,388,212,359,2712,0,2968,2748,1177,2960,0,6,46,28,2880,0,30707,4019,22068,9967,10085,5656,0,0,0,11979,16111,9064,7047,0,0,0,0,0,952,882,1084,470,0,0,237,0,0,0,25,6075,3970,3898,4275,3087,384
Spring,codecentric/chaos-monkey-spring-boot,96,96,98,92,562,62,469,0,0,0,0,0,111,4,11,379,0,387,380,243,384,0,13,31,0,340,0,6583,1299,4002,2488,1299,1293,0,0,0,2290,2827,1887,940,0,0,0,0,0,127,127,132,96,0,0,29,0,0,0,25,3591,434,434,443,387,107
Spring,callicoder/spring-security-react-ant-design-polls-app,44,44,46,42,206,11,183,5,0,0,0,0,48,3,6,244,0,260,239,108,242,0,20,4,2,216,0,2376,513,1776,1073,538,97,0,0,0,841,1133,807,326,0,0,0,0,0,58,58,63,52,0,0,9,0,0,0,0,324,274,274,280,255,47
Spring,in28minutes/spring-microservices,51,51,51,50,211,20,186,3,0,0,0,0,54,9,7,159,0,161,152,54,161,0,1,0,4,156,0,1715,433,1250,798,293,35,0,0,0,609,835,620,215,0,0,0,0,0,54,54,54,51,0,0,5,0,0,0,0,121,170,170,170,163,54
Spring,osiam/osiam,288,283,301,204,1523,82,1241,158,0,0,0,0,324,5,132,1512,0,1558,1557,546,1562,0,55,124,45,1338,0,24635,2888,13404,6250,5415,8382,0,0,0,6028,8739,4709,4030,0,0,0,0,0,771,741,819,525,0,0,206,0,0,0,522,9612,2538,2482,2630,1887,212
Spring,xianrendzw/EasyReport,251,251,260,203,1293,8,1137,135,0,0,0,0,320,113,56,3184,0,3392,3247,590,3360,0,219,61,239,2841,0,27798,4197,19230,8294,7901,4385,0,0,0,9790,13770,7107,6663,0,0,0,0,0,441,441,471,258,0,0,146,0,0,0,115,8540,3752,3752,3804,3269,277
Spring,ZHENFENG13/My-Blog,71,71,81,49,374,1,340,27,0,0,0,0,58,15,23,326,0,446,430,125,445,0,120,6,1,318,0,4301,709,3117,1522,1260,484,0,0,0,1691,2251,1247,1004,0,0,0,0,0,128,128,155,83,0,0,36,0,0,0,11,859,522,522,570,405,58
Spring,Netflix/titus-control-plane,1972,1918,2032,1769,11292,317,10266,274,0,0,0,0,2557,1984,1811,17049,0,17855,11839,5585,13823,0,1739,2093,236,9755,0,206821,30339,139005,65381,67302,37649,0,0,0,70958,91182,55643,35539,0,0,0,0,0,4726,4396,5313,3093,0,0,1404,0,0,0,818,67809,23156,22579,24183,18939,1942
Spring,livelessons-spring/building-microservices,213,213,213,205,869,5,853,4,0,0,0,0,261,67,26,684,0,709,575,253,642,0,62,20,12,548,0,8362,1791,5689,3534,1463,903,0,0,0,2808,3707,2764,943,0,0,0,0,0,235,235,244,215,0,0,25,0,0,0,20,2845,717,717,729,694,223
Spring,joshlong/boot-examples,15,15,15,14,60,2,56,0,0,0,0,0,41,6,8,111,0,114,108,41,114,0,30,1,9,74,0,1244,249,920,569,239,77,0,0,0,450,622,450,172,0,0,0,0,0,23,23,23,16,0,0,9,0,0,0,0,115,126,126,127,113,14
Spring,Nepxion/Discovery,386,382,393,278,2004,203,1699,48,0,0,0,0,359,125,284,1171,0,1227,1108,409,1233,0,50,159,96,928,0,19246,3682,12928,6678,5432,2660,0,0,0,7148,9464,5816,3648,0,0,0,0,0,652,632,674,386,0,0,211,0,0,0,51,9151,2031,2011,2084,1409,286
Spring,vaadin/framework,5950,5920,6166,5199,49910,3810,38396,5815,0,0,0,0,9257,1676,3020,42610,0,44755,39650,10637,41326,0,959,6041,7618,26708,0,708451,102315,425708,172816,229350,182654,0,0,0,222390,292666,142506,150160,0,0,0,0,0,12453,12250,13710,7104,0,0,3779,0,0,0,3590,116829,66206,65726,70580,46740,5839
Spring,gustavoponce7/SpringSecurityLoginTutorial,8,8,8,8,40,0,39,0,0,0,0,0,11,1,0,30,0,34,33,17,34,0,2,0,2,30,0,398,78,320,207,80,2,0,0,0,155,198,152,46,0,0,0,0,0,10,10,10,8,0,0,1,0,0,0,0,3,32,32,32,30,11
Spring,jamesagnew/hapi-fhir,50788,37270,52372,34729,114736,2603,107709,4024,0,0,0,0,11777,6803,16532,168411,0,165757,163522,63351,170325,0,1839,4909,13410,150167,0,2867744,297028,1993474,450563,1364711,682103,0,0,0,1032668,1576401,358748,1217653,0,0,0,0,0,100929,96319,107399,88473,0,0,7712,0,0,0,2295,305048,722406,555962,790401,373618,6652
