framework,projeto,caminho,minSdkVersion,targetSdkVersion,,api level,min,target,,,,,,,,,,,,
Android,fornana/swipeitemlayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/fornana/swipeitemlayout/SwipeItem/app/build.gradle,11,25,,,,,,,,,,,,,,,,
Android,anzaizai/EasyRefreshLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/anzaizai/EasyRefreshLayout/app/build.gradle,14,25,,,,,,,,,,,,,,,,
Android,anzaizai/EasyRefreshLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/anzaizai/EasyRefreshLayout/library/build.gradle,14,25,,,,,,,,,,,,,,,,
Android,nanchen2251/CoordinatorAppBarDemo,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/nanchen2251/CoordinatorAppBarDemo/app/build.gradle,14,25,,,,,,,,,,,,,,,,
Android,tarek360/RichPath,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/tarek360/RichPath/build.gradle,14,25,,,,,,,,,,,,,,,,
Android,tianzhijiexian/DBinding,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/tianzhijiexian/DBinding/app/build.gradle,14,25,,,,,,,,,,,,,,,,
Android,torryharris/Skycons,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/torryharris/Skycons/Skycons/SkyconDemo/build.gradle,14,25,,,,,,,,,,,,,,,,
Android,torryharris/Skycons,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/torryharris/Skycons/Skycons/SkyconsLibrary/build.gradle,14,25,,,,,,,,,,,,,,,,
Android,maksim88/PasswordEditText,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/maksim88/PasswordEditText/sample/build.gradle,15,25,,,,,,,,,,,,,,,,
Android,ricknout/lens-launcher,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ricknout/lens-launcher/app/build.gradle,15,25,,,,,,,,,,,,,,,,
Android,yazhidev/Practice,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/yazhidev/Practice/app/build.gradle,15,25,,,,,,,,,,,,,,,,
Android,ihsanbal/Wiv,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ihsanbal/Wiv/app/build.gradle,16,25,,,,,,,,,,,,,,,,
Android,ihsanbal/Wiv,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ihsanbal/Wiv/library/build.gradle,16,25,,,,,,,,,,,,,,,,
Android,lukaspili/Reactive-Billing,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lukaspili/Reactive-Billing/library/build.gradle,16,25,,,,,,,,,,,,,,,,
Android,wongzy/BetterWay,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/wongzy/BetterWay/app/build.gradle,19,25,,,,,,,,,,,,,,,,
Android,MiEcosystem/NewXmPluginSDK,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/MiEcosystem/NewXmPluginSDK/mibtservice/app/build.gradle,21,25,,,,,,,,,,,,,,,,
Android,vlonjatg/progress-activity,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vlonjatg/progress-activity/library/build.gradle,11,26,,,,,,,,,,,,,,,,
Android,aliyun/alicloud-android-demo,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aliyun/alicloud-android-demo/mpush_android_demo/build.gradle,14,26,,,,,,,,,,,,,,,,
Android,dlazaro66/QRCodeReaderView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/dlazaro66/QRCodeReaderView/qrcodereaderview/build.gradle,14,26,,,,,,,,,,,,,,,,
Android,dlazaro66/QRCodeReaderView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/dlazaro66/QRCodeReaderView/samples/build.gradle,14,26,,,,,,,,,,,,,,,,
Android,milaptank/SpannableTextView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/milaptank/SpannableTextView/app/build.gradle,14,26,,,,,,,,,,,,,,,,
Android,milaptank/SpannableTextView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/milaptank/SpannableTextView/stv/build.gradle,14,26,,,,,,,,,,,,,,,,
Android,MindorksOpenSource/AndroidTensorFlowMNISTExample,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/MindorksOpenSource/AndroidTensorFlowMNISTExample/app/build.gradle,14,26,,,,,,,,,,,,,,,,
Android,omadahealth/CircularBarPager,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/omadahealth/CircularBarPager/app/build.gradle,14,26,,,,,,,,,,,,,,,,
Android,omadahealth/CircularBarPager,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/omadahealth/CircularBarPager/library/build.gradle,14,26,,,,,,,,,,,,,,,,
Android,qkxyjren/LikeView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/qkxyjren/LikeView/app/build.gradle,14,26,,,,,,,,,,,,,,,,
Android,qkxyjren/LikeView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/qkxyjren/LikeView/lib/build.gradle,14,26,,,,,,,,,,,,,,,,
Android,vlonjatg/progress-activity,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vlonjatg/progress-activity/sample/build.gradle,14,26,,,,,,,,,,,,,,,,
Android,xxxyanchenxxx/QqDecrpt,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/xxxyanchenxxx/QqDecrpt/app/build.gradle,14,26,,,,,,,,,,,,,,,,
Android,jshvarts/OfflineSampleApp,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/jshvarts/OfflineSampleApp/app/build.gradle,16,26,,,,,,,,,,,,,,,,
Android,ragdroid/Dahaka,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ragdroid/Dahaka/app/build.gradle,16,26,,,,,,,,,,,,,,,,
Android,iDevicesInc/SweetBlue,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iDevicesInc/SweetBlue/gattspecparser/build.gradle,18,26,,,,,,,,,,,,,,,,
Android,iDevicesInc/SweetBlue,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iDevicesInc/SweetBlue/integration/build.gradle,18,26,,,,,,,,,,,,,,,,
Android,iDevicesInc/SweetBlue,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iDevicesInc/SweetBlue/servertester/build.gradle,18,26,,,,,,,,,,,,,,,,
Android,iDevicesInc/SweetBlue,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iDevicesInc/SweetBlue/sweetunit/build.gradle,18,26,,,,,,,,,,,,,,,,
Android,iDevicesInc/SweetBlue,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iDevicesInc/SweetBlue/tester/build.gradle,18,26,,,,,,,,,,,,,,,,
Android,Catrobat/Catroid,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Catrobat/Catroid/catroid/build.gradle,19,26,,,,,,,,,,,,,,,,
Android,consenlabs/token-core-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/consenlabs/token-core-android/app/build.gradle,19,26,,,,,,,,,,,,,,,,
Android,MOLO17/CustomizableCalendar,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/MOLO17/CustomizableCalendar/library/build.gradle,19,26,,,,,,,,,,,,,,,,
Android,MOLO17/CustomizableCalendar,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/MOLO17/CustomizableCalendar/sample/build.gradle,19,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/BasicColorPalette/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/BasicColorPaletteUpnav/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/BcastRecCompBcast/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/BcastRecCompOrdBcast/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/BcastRecCompOrdBcastWithResRec/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/BcastRecGoAsync/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/BcastRecSinBcastDynReg/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/BcastRecSinBcastStatReg/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ColorPaletteWithNavDrawer/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ColorPaletteWithSwipe/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/DataManagementFileExternalMemory/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/DataManagementFileInternalMemory/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/DataManagementPreferenceFragment/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/DataManagementSharedPreference/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/DataManagementSQL/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/FragmentDynamicLayout/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/FragmentDynamicLayoutWithActionBar/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/FragmentProgrammaticLayout/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/FragmentQuoteViewerWithActivity/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/FragmentStaticConfigLayout/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/FragmentStaticLayout/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/GraphicsBubbleXML/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/HelloAndroidWithLogin/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/HelloAndroidWithMenus/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/HelloWorld/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/MapLocation/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/MapLocationFromContacts/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/NetworkingJSON/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/NetworkingSockets/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/NetworkingURL/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/NetworkingXML/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/NotificationToast/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/NotificationToastWithCustomView/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/PermissionExampleBoom/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/PermissionExampleBoomUser/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/TheAnswer/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ThreadingAsyncTask/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ThreadingHandlerMessages/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ThreadingHandlerRunnable/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ThreadingNoThreading/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ThreadingRunOnUiThread/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ThreadingSimple/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ThreadingViewPost/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/Ticker/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIAlertDialog/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIAutoComplete/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIButton/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UICardView/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UICheckBox/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIDatePickerFragment/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIGoogleMaps/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIGridLayout/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UILinearLayout/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIListView/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIListViewCustomAdapter/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIRadioGroup/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIRatingsBar/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIRecyclerView/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIRelativeLayout/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UISpinner/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UITableLayout/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UITimePicker/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UITimePickerFragment/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIToggleButton/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIViewPager/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/UIWebView/app/build.gradle,21,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/AudioVideoAudioManager/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/AudioVideoAudioRecording/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/AudioVideoRingtoneManager/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/AudioVideoVideoPlay/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ContentProviderCustom/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ContentProviderCustomUser/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ContentProviderExample/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ContentProviderInsertContacts/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ContentProviderWithCursorLoader/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/ContentProviderWithSimpleAdapter/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/GraphicsBubbleProgram/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/GraphicsCanvasBubble/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/GraphicsCanvasBubbleSurfaceView/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/GraphicsFrameAnimation/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/GraphicsPaint/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/GraphicsShapeDraw/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/GraphicsShapeDrawXML/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/GraphicsTransitionDrawable/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/GraphicsTweenAnimation/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/GraphicsValueAnimator/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/GraphicsViewPropertyAnimator/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/LocationGetLocation/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/LocationGetLocationServices/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/MapEarthQuakeMap/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/SensorCompass/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/SensorFilteredAccelerometer/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/SensorRawAccelerometer/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/TouchGestures/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/TouchGestureViewFlipperTest/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/TouchIndicateTouchLocation/app/build.gradle,23,26,,,,,,,,,,,,,,,,
Android,aporter/coursera-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aporter/coursera-android/Examples2018/AlarmCreate/app/build.gradle,26,26,,,,,,,,,,,,,,,,
