framework,projeto,arquivo,minSdkVersion/version,targetSdk/groupId,compileSdk/artifactId
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/build.gradle,information not found,information not found,information not found
Android,vector-im/riot-android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vector-im/riot-android/vector/build.gradle,,,28
Android,dlazaro66/QRCodeReaderView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/dlazaro66/QRCodeReaderView/build.gradle,information not found,information not found,information not found
Android,dlazaro66/QRCodeReaderView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/dlazaro66/QRCodeReaderView/qrcodereaderview/build.gradle,information not found,information not found,information not found
Android,dlazaro66/QRCodeReaderView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/dlazaro66/QRCodeReaderView/samples/build.gradle,,,26
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/build.gradle,information not found,information not found,information not found
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/securedpreferencestore/build.gradle,18,27,27
Android,iamMehedi/Secured-Preference-Store,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/iamMehedi/Secured-Preference-Store/app/build.gradle,18,27,27
Android,slymax/webview,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/slymax/webview/build.gradle,information not found,information not found,information not found
Android,slymax/webview,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/slymax/webview/app/build.gradle,21,28,28
Android,WellingtonCosta/convalida,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WellingtonCosta/convalida/build.gradle,information not found,information not found,information not found
Android,WellingtonCosta/convalida,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WellingtonCosta/convalida/convalida-compiler/build.gradle,information not found,information not found,information not found
Android,WellingtonCosta/convalida,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WellingtonCosta/convalida/convalida-annotations/build.gradle,information not found,information not found,information not found
Android,WellingtonCosta/convalida,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WellingtonCosta/convalida/convalida-databinding/build.gradle,,,versions.android.sdk.compile
Android,WellingtonCosta/convalida,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WellingtonCosta/convalida/convalida-ktx/build.gradle,,,versions.android.sdk.compile
Android,WellingtonCosta/convalida,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WellingtonCosta/convalida/convalida-runtime/build.gradle,versions.android.sdk.min,,versions.android.sdk.compile
Android,WellingtonCosta/convalida,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WellingtonCosta/convalida/sample/build.gradle,,,versions.android.sdk.compile
Android,WellingtonCosta/convalida,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/WellingtonCosta/convalida/convalida-validators/build.gradle,,,versions.android.sdk.compile
Android,xiangtailiang/FakeGPS,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/xiangtailiang/FakeGPS/build.gradle,information not found,information not found,information not found
Android,xiangtailiang/FakeGPS,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/xiangtailiang/FakeGPS/app/build.gradle,14,23,23
Android,xiangtailiang/FakeGPS,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/xiangtailiang/FakeGPS/loggerlibrary/build.gradle,14,23,23
Android,Cleveroad/FireworkyPullToRefresh,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Cleveroad/FireworkyPullToRefresh/build.gradle,information not found,information not found,information not found
Android,Cleveroad/FireworkyPullToRefresh,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Cleveroad/FireworkyPullToRefresh/library/build.gradle,11,24,23
Android,Cleveroad/FireworkyPullToRefresh,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Cleveroad/FireworkyPullToRefresh/app/build.gradle,17,24,24
Android,razerdp/FriendCircle,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/razerdp/FriendCircle/build.gradle,information not found,information not found,information not found
Android,razerdp/FriendCircle,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/razerdp/FriendCircle/circle_base_library/build.gradle,rootProject.ext.android.minSdkVersion,rootProject.ext.android.targetSdkVersion,rootProject.ext.android.compileSdkVersion
Android,razerdp/FriendCircle,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/razerdp/FriendCircle/circle_base_ui/build.gradle,rootProject.ext.android.minSdkVersion,rootProject.ext.android.targetSdkVersion,rootProject.ext.android.compileSdkVersion
Android,razerdp/FriendCircle,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/razerdp/FriendCircle/circle_publish/build.gradle,rootProject.ext.android.minSdkVersion,rootProject.ext.android.targetSdkVersion,rootProject.ext.android.compileSdkVersion
Android,razerdp/FriendCircle,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/razerdp/FriendCircle/circle_photoselect/build.gradle,rootProject.ext.android.minSdkVersion,rootProject.ext.android.targetSdkVersion,rootProject.ext.android.compileSdkVersion
Android,razerdp/FriendCircle,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/razerdp/FriendCircle/circle_common/build.gradle,rootProject.ext.android.minSdkVersion,rootProject.ext.android.targetSdkVersion,rootProject.ext.android.compileSdkVersion
Android,razerdp/FriendCircle,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/razerdp/FriendCircle/app/build.gradle,rootProject.ext.android.minSdkVersion,rootProject.ext.android.targetSdkVersion,rootProject.ext.android.compileSdkVersion
Android,razerdp/FriendCircle,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/razerdp/FriendCircle/circle_photoview/build.gradle,rootProject.ext.android.minSdkVersion,rootProject.ext.android.targetSdkVersion,rootProject.ext.android.compileSdkVersion
Android,aliumujib/Nibo,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aliumujib/Nibo/build.gradle,16,27,27
Android,aliumujib/Nibo,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aliumujib/Nibo/nibo_library/build.gradle,rootProject.ext.minSdkVersion,rootProject.ext.targetSdkVersion,rootProject.ext.compileSdkVersion
Android,aliumujib/Nibo,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/aliumujib/Nibo/niboexample/build.gradle,rootProject.ext.minSdkVersion,rootProject.ext.targetSdkVersion,rootProject.ext.compileSdkVersion
Android,traex/RippleEffect,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/traex/RippleEffect/build.gradle,information not found,information not found,information not found
Android,traex/RippleEffect,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/traex/RippleEffect/library/build.gradle,9,23,23
Android,traex/RippleEffect,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/traex/RippleEffect/sample/build.gradle,14,23,23
Android,tianzhijiexian/DBinding,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/tianzhijiexian/DBinding/build.gradle,information not found,information not found,information not found
Android,tianzhijiexian/DBinding,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/tianzhijiexian/DBinding/apt/build.gradle,information not found,information not found,information not found
Android,tianzhijiexian/DBinding,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/tianzhijiexian/DBinding/app/build.gradle,14,25,25
Android,tianzhijiexian/DBinding,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/tianzhijiexian/DBinding/pluginlib/build.gradle,information not found,information not found,information not found
Android,tianzhijiexian/DBinding,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/tianzhijiexian/DBinding/dbindinglib/build.gradle,14,24,25
Android,gzsll/WebViewJavascriptBridge,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/gzsll/WebViewJavascriptBridge/build.gradle,information not found,information not found,information not found
Android,gzsll/WebViewJavascriptBridge,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/gzsll/WebViewJavascriptBridge/library/build.gradle,14,23,23
Android,gzsll/WebViewJavascriptBridge,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/gzsll/WebViewJavascriptBridge/app/build.gradle,14,23,23
Android,amilcar-sr/JustifiedTextView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/amilcar-sr/JustifiedTextView/build.gradle,information not found,information not found,information not found
Android,amilcar-sr/JustifiedTextView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/amilcar-sr/JustifiedTextView/sample-app/build.gradle,14,28,28
Android,amilcar-sr/JustifiedTextView,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/amilcar-sr/JustifiedTextView/library/build.gradle,14,28,28
Android,dingjibang/GDX-RPG,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/dingjibang/GDX-RPG/build.gradle,information not found,information not found,information not found
Android,dingjibang/GDX-RPG,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/dingjibang/GDX-RPG/core/build.gradle,information not found,information not found,information not found
Android,dingjibang/GDX-RPG,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/dingjibang/GDX-RPG/desktop/build.gradle,information not found,information not found,information not found
Android,dingjibang/GDX-RPG,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/dingjibang/GDX-RPG/android/build.gradle,,,22
Android,ihsanbal/Wiv,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ihsanbal/Wiv/build.gradle,information not found,information not found,information not found
Android,ihsanbal/Wiv,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ihsanbal/Wiv/library/build.gradle,16,25,25
Android,ihsanbal/Wiv,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ihsanbal/Wiv/app/build.gradle,16,25,25
Android,florent37/ExpectAnim,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/florent37/ExpectAnim/build.gradle,information not found,information not found,information not found
Android,florent37/ExpectAnim,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/florent37/ExpectAnim/expectanim/build.gradle,project.minSdk,project.sdk,project.sdk
Android,florent37/ExpectAnim,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/florent37/ExpectAnim/app/build.gradle,project.minSdk,project.sdk,project.sdk
Android,motianhuo/VCameraDemo,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/motianhuo/VCameraDemo/VitamioRecorderLibrary/build.gradle,,,19
Android,prcaen/external-resources,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/prcaen/external-resources/build.gradle,9,23,23
Android,prcaen/external-resources,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/prcaen/external-resources/sample-app/build.gradle,information not found,information not found,information not found
Android,prcaen/external-resources,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/prcaen/external-resources/library/build.gradle,rootProject.ext.minSdkVersion,,rootProject.ext.compileSdkVersion
Android,Catrobat/Catroid,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Catrobat/Catroid/build.gradle,information not found,information not found,information not found
Android,Catrobat/Catroid,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Catrobat/Catroid/catroid/build.gradle,19,26,26
Android,ksvc/KSYLive_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYLive_Android/KSYLiveDemo/build.gradle,information not found,information not found,information not found
Android,ksvc/KSYLive_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYLive_Android/KSYLiveDemo/libksylive/build.gradle,15,27,27
Android,ksvc/KSYLive_Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ksvc/KSYLive_Android/KSYLiveDemo/app/build.gradle,15,27,27
Android,makovkastar/FloatingActionButton,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/makovkastar/FloatingActionButton/build.gradle,information not found,information not found,information not found
Android,makovkastar/FloatingActionButton,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/makovkastar/FloatingActionButton/library/build.gradle,Integer.parseInt(project.ANDROID_BUILD_MIN_SDK_VERSION),Integer.parseInt(project.ANDROID_BUILD_TARGET_SDK_VERSION),Integer.parseInt(project.ANDROID_BUILD_SDK_VERSION)
Android,makovkastar/FloatingActionButton,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/makovkastar/FloatingActionButton/sample/build.gradle,Integer.parseInt(project.ANDROID_BUILD_MIN_SDK_VERSION),Integer.parseInt(project.ANDROID_BUILD_TARGET_SDK_VERSION),Integer.parseInt(project.ANDROID_BUILD_SDK_VERSION)
Android,ValuesFeng/AndroidPicturePicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ValuesFeng/AndroidPicturePicker/build.gradle,information not found,information not found,information not found
Android,ValuesFeng/AndroidPicturePicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ValuesFeng/AndroidPicturePicker/gallery/build.gradle,11,23,23
Android,ValuesFeng/AndroidPicturePicker,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ValuesFeng/AndroidPicturePicker/app/build.gradle,11,23,23
Android,MichaelEvans/Aftermath,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/MichaelEvans/Aftermath/build.gradle,information not found,information not found,information not found
Android,MichaelEvans/Aftermath,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/MichaelEvans/Aftermath/aftermath-processor/build.gradle,information not found,information not found,information not found
Android,MichaelEvans/Aftermath,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/MichaelEvans/Aftermath/aftermath-annotations/build.gradle,information not found,information not found,information not found
Android,MichaelEvans/Aftermath,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/MichaelEvans/Aftermath/sample/build.gradle,15,23,23
Android,MichaelEvans/Aftermath,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/MichaelEvans/Aftermath/aftermath/build.gradle,14,23,23
Android,vlonjatg/progress-activity,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vlonjatg/progress-activity/build.gradle,information not found,information not found,information not found
Android,vlonjatg/progress-activity,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vlonjatg/progress-activity/library/build.gradle,11,26,26
Android,vlonjatg/progress-activity,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/vlonjatg/progress-activity/sample/build.gradle,14,26,26
Android,ragdroid/Dahaka,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ragdroid/Dahaka/build.gradle,information not found,information not found,information not found
Android,ragdroid/Dahaka,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ragdroid/Dahaka/app/build.gradle,16,26,26
Android,maxiee/HeartBeat,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/maxiee/HeartBeat/build.gradle,information not found,information not found,information not found
Android,maxiee/HeartBeat,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/maxiee/HeartBeat/multi-image-selector/build.gradle,15,23,23
Android,maxiee/HeartBeat,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/maxiee/HeartBeat/app/build.gradle,15,23,23
Android,openid/AppAuth-Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/openid/AppAuth-Android/build.gradle,information not found,information not found,information not found
Android,openid/AppAuth-Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/openid/AppAuth-Android/library/build.gradle,information not found,information not found,information not found
Android,openid/AppAuth-Android,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/openid/AppAuth-Android/app/build.gradle,information not found,information not found,information not found
Android,benniaobuguai/android-dynamic-action,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/benniaobuguai/android-dynamic-action/build.gradle,information not found,information not found,information not found
Android,benniaobuguai/android-dynamic-action,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/benniaobuguai/android-dynamic-action/demo/build.gradle,14,21,21
Android,benniaobuguai/android-dynamic-action,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/benniaobuguai/android-dynamic-action/dynamicaction/build.gradle,8,17,21
Android,k0shk0sh/PermissionHelper,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/k0shk0sh/PermissionHelper/build.gradle,information not found,information not found,information not found
Android,k0shk0sh/PermissionHelper,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/k0shk0sh/PermissionHelper/app/build.gradle,14,24,24
Android,k0shk0sh/PermissionHelper,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/k0shk0sh/PermissionHelper/permission/build.gradle,14,24,24
Android,grantland/android-autofittextview,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/grantland/android-autofittextview/build.gradle,14,23,23
Android,grantland/android-autofittextview,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/grantland/android-autofittextview/library/build.gradle,rootProject.ext.minSdkVersion,rootProject.ext.targetSdkVersion,rootProject.ext.compileSdkVersion
Android,grantland/android-autofittextview,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/grantland/android-autofittextview/sample/build.gradle,rootProject.ext.minSdkVersion,rootProject.ext.targetSdkVersion,rootProject.ext.compileSdkVersion
Android,linglongxin24/WelcomeVideoPager,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/linglongxin24/WelcomeVideoPager/build.gradle,information not found,information not found,information not found
Android,linglongxin24/WelcomeVideoPager,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/linglongxin24/WelcomeVideoPager/app/build.gradle,9,25,25
Android,ManuelPeinado/ImageLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ManuelPeinado/ImageLayout/build.gradle,information not found,information not found,information not found
Android,ManuelPeinado/ImageLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ManuelPeinado/ImageLayout/library/build.gradle,Integer.parseInt(project.ANDROID_MIN_SDK),Integer.parseInt(project.ANDROID_TARGET_SDK_VERSION),Integer.parseInt(project.ANDROID_COMPILE_SDK_VERSION)
Android,ManuelPeinado/ImageLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ManuelPeinado/ImageLayout/sample/build.gradle,Integer.parseInt(project.ANDROID_MIN_SDK),Integer.parseInt(project.ANDROID_TARGET_SDK_VERSION),Integer.parseInt(project.ANDROID_COMPILE_SDK_VERSION)
Android,colintheshots/AnDevCon-RxPatterns,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/colintheshots/AnDevCon-RxPatterns/build.gradle,information not found,information not found,information not found
Android,colintheshots/AnDevCon-RxPatterns,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/colintheshots/AnDevCon-RxPatterns/app/build.gradle,,,24
Android,HomHomLin/SlidingLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/HomHomLin/SlidingLayout/build.gradle,information not found,information not found,information not found
Android,HomHomLin/SlidingLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/HomHomLin/SlidingLayout/library/build.gradle,9,23,23
Android,HomHomLin/SlidingLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/HomHomLin/SlidingLayout/app/build.gradle,9,23,23
Android,ryanlijianchang/Recyclerview-Gallery,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ryanlijianchang/Recyclerview-Gallery/build.gradle,information not found,information not found,information not found
Android,ryanlijianchang/Recyclerview-Gallery,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ryanlijianchang/Recyclerview-Gallery/app/build.gradle,15,27,27
Android,ryanlijianchang/Recyclerview-Gallery,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/ryanlijianchang/Recyclerview-Gallery/rv-gallery/build.gradle,14,27,27
Android,tekinarslan/AndroidMaterialDesignToolbar,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/tekinarslan/AndroidMaterialDesignToolbar/build.gradle,information not found,information not found,information not found
Android,tekinarslan/AndroidMaterialDesignToolbar,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/tekinarslan/AndroidMaterialDesignToolbar/app/build.gradle,16,22,22
Android,nanchen2251/CoordinatorAppBarDemo,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/nanchen2251/CoordinatorAppBarDemo/build.gradle,information not found,information not found,information not found
Android,nanchen2251/CoordinatorAppBarDemo,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/nanchen2251/CoordinatorAppBarDemo/app/build.gradle,14,25,25
Android,Devlight/TintLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Devlight/TintLayout/build.gradle,information not found,information not found,information not found
Android,Devlight/TintLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Devlight/TintLayout/app/build.gradle,11,23,23
Android,Devlight/TintLayout,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/Devlight/TintLayout/tintlayout/build.gradle,11,23,23
Android,glt/ScreenRecorder,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/glt/ScreenRecorder/build.gradle,information not found,information not found,information not found
Android,glt/ScreenRecorder,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/glt/ScreenRecorder/recorder/build.gradle,,,23
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/boofcv-core/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/boofcv-sfm/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/boofcv-geo/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/boofcv-simulation/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/boofcv-calibration/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/boofcv-types/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/boofcv-learning/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/boofcv-ip/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/boofcv-feature/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/checks/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/boofcv-recognition/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/autocode/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/main/boofcv-io/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/examples/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-javacv/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-all/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-WebcamCapture/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-javafx/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-android/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-android/examples/video/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-android/examples/video/app/build.gradle,21,27,27
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-swing/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-jcodec/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-openkinect/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/integration/boofcv-ffmpeg/build.gradle,information not found,information not found,information not found
Android,lessthanoptimal/BoofCV,/home/gabriel/Documentos/ic2/analiseDosProjetosGerais/repositorios/lessthanoptimal/BoofCV/demonstrations/build.gradle,information not found,information not found,information not found
